rank,symbol,date,close,MA12,MA36,MA50,MA150,MA200,EMA10,52w_low,52w_high,cond1_price_above_150_200,cond2_ma150_above_ma200,cond3_ma200_trending_up_1m,cond4_ma50_above_150_200,cond5_price_above_ma50,cond6_30pct_above_52w_low,cond7_within_25pct_52w_high,cond9_price_above_ema10,fresh_ma12_cross_today,12m_return_pct,volume_signal,relative_volume,bull_snort,inside_bar,is_52w_high,is_52w_low,industry_group,industry,rs_percentile,cond8_rs_at_least_70,all_conditions_met,total_market_cap_cr,traded_value_cr,traded_volume,traded_val_pct_mc,price_band,rs_score,vcp_score,volume_score,newhigh_score,entry_score,group_score,entry_status,market_state,market_multiplier,minervini_score,grade
1,AUROPHARMA.NS,2026-07-21,1579.699951171875,1563.3833312988281,1515.1027730305989,1505.0519970703126,1341.8466634114584,1295.262998046875,1558.8689637372315,1016.0999755859375,1636.800048828125,True,True,True,True,True,True,True,True,False,37.53402109012664,noise,41.87227562059971,False,False,False,False,Pharmaceuticals & Biotechnology,Pharmaceuticals,75.0,True,True,90892.44,203.93,1290914.0,0.2244,—,11.7,57.5,43.9,87.0,100.0,100.0,actionable,unknown,1.0,62.2,B
