symbol,close,MA12,MA36,MA50,MA150,MA200,EMA10,52w_low,52w_high,cond1_price_above_150_200,cond2_ma150_above_ma200,cond3_ma200_trending_up_1m,cond4_ma50_above_150_200,cond5_price_above_ma50,cond6_30pct_above_52w_low,cond7_within_25pct_52w_high,cond9_price_above_ema10,fresh_ma12_cross_today,12m_return_pct,volume_signal,relative_volume,bull_snort,inside_bar,industry_group,industry,rs_percentile,cond8_rs_at_least_70,all_conditions_met
RELIANCE.NS,1321.199951171875,1347.8666687011719,1370.8250054253472,1372.0680029296875,1443.8320027669272,1428.9579333496094,1351.6988425627067,1290.0,1611.800048828125,False,True,False,False,False,False,True,False,False,-7.549718654238335,red,218.7805968782167,False,False,Petroleum Products,Refineries & Marketing,51.99004975124378,False,False
LICI.NS,411.3500061035156,406.03125254313153,405.5777808295356,398.254501953125,420.19350158691407,426.32525100708006,409.90812354776125,360.75,483.58777740864724,False,False,False,False,True,False,True,True,True,-4.188406649049348,red,120.62971746646072,False,True,Insurance,Life Insurance,57.2139303482587,False,False
RAJESHEXPO.NS,118.33000183105469,111.65250015258789,117.00666639539931,110.06119979858398,153.04393259684244,161.16619956970214,114.73011311861147,80.37999725341797,237.8800048828125,False,False,False,False,True,True,False,True,False,-39.82404282020974,noise,79.35455051958792,False,True,Consumer Durables,"Gems, Jewellery And Watches",10.248756218905472,False,False
IOC.NS,140.24000549316406,139.3158327738444,142.4772220187717,141.785,155.33357564290364,151.26774185180665,140.8027098251561,127.92889076038279,186.60727196585654,False,True,False,False,False,False,True,False,False,4.141469617993687,red,194.65101407979947,False,False,Petroleum Products,Refineries & Marketing,65.82089552238806,False,False
ONGC.NS,265.3999938964844,290.59583282470703,288.9111090766059,284.79099914550784,259.5796738688151,251.36568786621095,284.2307439026415,219.43326162728522,307.5,True,True,True,True,False,False,True,False,False,13.753226792421014,red,359.5046170133499,False,False,Oil,Oil Exploration & Production,74.77611940298507,True,False
SBIN.NS,964.4000244140625,957.3477935791016,1019.8367818196615,1019.7302685546875,1014.0971492513021,966.671176147461,966.1796284744744,767.8592718430074,1212.8384373028666,False,True,True,True,False,False,True,False,False,23.588032850997266,red,124.99583290681085,False,False,Banks,Public Sector Bank,80.69651741293532,True,False
BPCL.NS,298.1000061035156,295.6375020345052,301.7888912624783,297.2850018310547,335.93170043945315,329.27777755737304,299.25354609865906,266.6000061035156,391.6499938964844,False,True,False,False,True,False,True,False,False,-1.657195301279224,red,194.3874772175751,False,False,Petroleum Products,Refineries & Marketing,60.0,False,False
HINDPETRO.NS,393.8500061035156,385.27083079020184,378.58055284288196,366.73199645996095,424.20096110026043,420.01583633422854,390.5212616344213,316.20001220703125,508.45001220703125,False,True,False,False,True,False,True,True,False,-1.499156852589567,red,129.26210460634994,False,False,Petroleum Products,Refineries & Marketing,60.24875621890548,False,False
TMPV.NS,393.8999938964844,365.5125020345052,354.7861116197374,342.20400146484377,359.18300069173176,435.31900039672854,374.7312362441686,294.29998779296875,744.0,False,False,False,False,True,True,False,True,False,-45.50251099486502,red,279.7937965058858,False,False,Automobiles,Passenger Cars & Utility Vehicles,6.019900497512438,False,False
HDFCBANK.NS,744.5499877929688,764.3458353678385,780.7361128065321,780.5880017089844,897.9619995117188,916.728999633789,764.5020412319436,726.6500244140625,1020.5,False,False,False,False,False,False,False,False,False,-22.212750018460493,red,211.9051234962301,False,False,Banks,Private Sector Bank,29.402985074626862,False,False
