symbol,close,MA12,MA36,MA50,MA150,MA200,EMA10,52w_low,52w_high,cond1_price_above_150_200,cond2_ma150_above_ma200,cond3_ma200_trending_up_1m,cond4_ma50_above_150_200,cond5_price_above_ma50,cond6_30pct_above_52w_low,cond7_within_25pct_52w_high,cond9_price_above_ema10,fresh_ma12_cross_today,12m_return_pct,volume_signal,relative_volume,bull_snort,industry_group,industry,rs_percentile,cond8_rs_at_least_70,all_conditions_met,total_market_cap_cr,traded_value_cr,traded_volume,traded_val_pct_mc
STLTECH.NS,486.3500061035156,423.2833302815755,324.24860933091907,285.0913989257813,174.42759938557944,161.17199935913087,428.599912715408,67.69999694824219,486.3500061035156,True,True,True,True,True,True,True,True,False,610.622426584359,dry,6.081145388754005,False,Telecom -  Equipment & Accessories,Telecom -  Equipment & Accessories,100.0,True,True,23742.03,362.52,7453962,1.5269
CUPID.NS,127.83999633789062,121.98166720072429,113.4280554453532,104.39880004882812,85.25986676534016,73.74401006698608,122.53725868367052,17.68000030517578,133.9199981689453,True,True,True,True,True,True,True,True,False,544.6147217456202,noise,69.29059856988327,False,Personal Products,Personal Care,99.95056846267919,True,True,17190.14,249.92,19549527,1.4539
MTARTECH.NS,7878.0,7298.625,5927.775010850694,5253.186010742187,3598.4566634114585,3114.8489965820313,7472.961384108883,1390.5,8449.5,True,True,True,True,True,True,True,True,False,373.6367323232168,noise,99.05009587446266,False,Aerospace & Defense,Aerospace & Defense,99.85170538803757,True,True,24232.41,818.97,1039570,3.3797
VMARCIND.NS,1154.300048828125,1112.7291666666667,945.165279812283,863.8230017089844,726.2106677246094,659.4217510986329,1102.5925828565678,271.3500061035156,1260.0,True,True,True,True,True,True,True,True,False,264.247419078581,green,176.81289167412712,False,Industrial Products,Cables - Electricals,99.6045477014335,True,True,441.28,0.78,43120,0.1766
VENUSREM.NS,1161.050048828125,1007.6375122070312,988.4277818467882,956.51400390625,772.7036673990885,696.5180003356934,1050.5542468832373,331.5,1192.949951171875,True,True,True,True,True,True,True,True,False,247.8801644428839,ppv,373.54374583374107,False,Pharmaceuticals & Biotechnology,Pharmaceuticals,99.5551161641127,True,True,1553.8,6.62,57058,0.4264
MAHASTEEL.NS,906.2999877929688,832.8708343505859,868.3152804904514,893.6330029296874,806.1876680501302,702.8205012512207,844.404036399606,261.1000061035156,1050.0,True,True,True,True,True,True,True,True,False,238.17163723618236,ppv,141.18860945188075,False,Industrial Products,Iron & Steel Products,99.45625308947108,True,True,1489.45,0.64,7039,0.0428
HOACFOODS.NS,552.9500122070312,497.18333689371747,449.0236129760742,422.5850018310547,358.7026674397786,324.2645004272461,504.3480863938202,149.64999389648438,558.9000244140625,True,True,True,True,True,True,True,True,False,235.12121951941288,noise,51.244509516837475,False,Food Products,Other Food Products,99.40682155215028,True,True,56.3,0.07,4739,0.1233
BAJAJCON.NS,554.7999877929688,541.7708333333334,482.0277786254883,445.3960009765625,349.4709342447917,321.2101504516602,543.5544747003403,168.25,581.0,True,True,True,True,True,True,True,True,False,224.38752952860753,noise,27.89853651986935,False,Personal Products,Personal Care,99.30795847750865,True,True,7246.7,76.48,1378463,1.0553
BLISSGVS.NS,381.04998779296875,295.5791600545247,273.81055492824976,256.75339874267576,201.82747263590494,191.04252281188965,308.33978296864194,117.7448072129227,381.04998779296875,True,True,True,True,True,True,True,True,False,203.6356774375852,ppv,697.8924937177517,True,Pharmaceuticals & Biotechnology,Pharmaceuticals,99.20909540286704,True,True,4031.09,73.65,1932924,1.8272
ATHERENERG.NS,950.5999755859375,924.8458302815756,898.29027472602,856.8459973144531,741.0779988606771,683.9547491455078,919.32126933834,301.0,989.4000244140625,True,True,True,True,True,True,True,True,False,203.56059208488125,ppv,189.20889309220166,False,Automobiles,2/3 Wheelers,99.15966386554622,True,True,36406.32,403.13,4240847,1.1073
