symbol,date,close,MA12,MA36,MA50,MA150,MA200,EMA10,52w_low,52w_high,cond1_price_above_150_200,cond2_ma150_above_ma200,cond3_ma200_trending_up_1m,cond4_ma50_above_150_200,cond5_price_above_ma50,cond6_30pct_above_52w_low,cond7_within_25pct_52w_high,cond9_price_above_ema10,fresh_ma12_cross_today,12m_return_pct,volume_signal,relative_volume,bull_snort,inside_bar,is_52w_high,is_52w_low,industry_group,industry,rs_percentile,cond8_rs_at_least_70,all_conditions_met,total_market_cap_cr,traded_value_cr,traded_volume,traded_val_pct_mc,price_band
AUROPHARMA.NS,2026-09-22,1700.0,1684.9416809082031,1653.3333435058594,1625.6160034179688,1476.8073347981772,1403.4494982910155,1689.0705692391075,1066.800048828125,1738.9000244140625,True,True,True,True,True,True,True,True,False,51.89421677690298,noise,99.29082839379525,False,False,False,False,Pharmaceuticals & Biotechnology,Pharmaceuticals,75.0,True,True,97814.24,172.5,1014724.0,0.1764,—
NIFTYSMLCAP250.NS,2026-09-22,18260.599609375,18274.2001953125,18321.776475694445,18206.3970703125,17023.758984375,16829.317236328126,18231.091283857488,14143.4501953125,18551.0,True,True,True,True,True,False,True,True,False,5.832473792688764,dry,,False,False,False,False,Index,Index,25.0,False,False,,,,,—
