symbol,date,close,MA12,MA36,MA50,MA150,MA200,EMA10,52w_low,52w_high,cond1_price_above_150_200,cond2_ma150_above_ma200,cond3_ma200_trending_up_1m,cond4_ma50_above_150_200,cond5_price_above_ma50,cond6_30pct_above_52w_low,cond7_within_25pct_52w_high,cond9_price_above_ema10,fresh_ma12_cross_today,12m_return_pct,volume_signal,relative_volume,bull_snort,inside_bar,is_52w_high,is_52w_low,industry_group,industry,rs_percentile,cond8_rs_at_least_70,all_conditions_met
BAJAJCON.NS,2026-09-02,484.54998779296875,474.2000020345052,514.2375013563368,542.5380029296875,482.6080017089844,429.52475143432616,477.5196298229987,220.10000610351562,692.0,True,True,True,True,False,True,False,True,False,99.83914931889555,ppv,259.0483792448835,False,False,False,False,Personal Products,Personal Care,100.0,True,False
