symbol,close,MA12,MA36,MA50,MA150,MA200,EMA10,52w_low,52w_high,cond1_price_above_150_200,cond2_ma150_above_ma200,cond3_ma200_trending_up_1m,cond4_ma50_above_150_200,cond5_price_above_ma50,cond6_30pct_above_52w_low,cond7_within_25pct_52w_high,cond9_price_above_ema10,fresh_ma12_cross_today,12m_return_pct,volume_signal,relative_volume,bull_snort,inside_bar,industry_group,industry,rs_percentile,cond8_rs_at_least_70,all_conditions_met
CHAMBLFERT.NS,478.1499938964844,451.0375035603841,450.5819439358181,444.6239996337891,450.0116483561198,469.7965087890625,459.549403869932,399.75,590.376104100658,True,False,False,False,True,False,True,True,True,-17.905390111352602,ppv,145.88139432635856,False,False,Fertilizers & Agrochemicals,Fertilizers,33.69379624359704,False,False
JPPOWER.NS,22.8700008392334,18.90583324432373,18.846666627460056,17.733599967956543,17.140200023651122,17.497550024986268,19.529905024170773,13.149999618530273,27.700000762939453,True,False,False,True,True,True,True,True,True,50.65876402805889,ppv,143.05966443520342,False,False,Power,Power Generation,90.0398406374502,True,False
SAMMAANCAP.NS,173.32000732421875,150.85000228881836,149.3497225443522,147.28940032958985,151.84800018310546,148.3993504333496,157.77845880799302,114.0999984741211,192.9499969482422,True,True,True,False,True,True,True,True,True,36.48319571605194,ppv,162.73709229442568,False,False,Finance,Housing Finance Company,85.88503130335799,True,False
GUFICBIO.NS,325.8999938964844,296.0750020345052,295.7972225613064,293.547001953125,313.17766723632815,325.75071456909177,304.4159185774047,268.0,407.73976967002454,True,False,False,False,True,False,True,True,True,-13.987305604228196,green,159.30948785895188,False,False,Pharmaceuticals & Biotechnology,Pharmaceuticals,39.72680705748435,False,False
GOCOLORS.NS,340.54998779296875,289.31666310628253,287.47305382622613,280.21299835205076,401.8653327433268,477.5904988861084,306.2076112970992,237.0500030517578,919.9000244140625,False,False,False,False,True,True,False,True,True,-60.15794234653773,red,488.0791223814735,False,False,Retailing,Speciality Retail,1.479795105293113,False,False
PASHUPATI.NS,96.87000274658203,92.478333791097,91.8136109246148,93.67229995727538,87.31620005289713,82.85408699035645,93.9569898333599,64.95886993408203,118.3499984741211,True,True,True,True,True,True,True,True,True,48.98761439017487,noise,38.791706772440484,False,False,Textiles & Apparels,Other Textile Products,89.47068867387593,True,True
