symbol,date,close,MA12,MA36,MA50,MA150,MA200,EMA10,52w_low,52w_high,cond1_price_above_150_200,cond2_ma150_above_ma200,cond3_ma200_trending_up_1m,cond4_ma50_above_150_200,cond5_price_above_ma50,cond6_30pct_above_52w_low,cond7_within_25pct_52w_high,cond9_price_above_ema10,fresh_ma12_cross_today,12m_return_pct,volume_signal,relative_volume,bull_snort,inside_bar,is_52w_high,is_52w_low,data_source,industry_group,industry,rs_percentile,cond8_rs_at_least_70,all_conditions_met,total_market_cap_cr,traded_value_cr,traded_volume,traded_val_pct_mc
MOTHERSON.NS,2026-07-08,140.64999389648438,146.75249989827475,143.7533336215549,138.9002001953125,125.93735794067383,121.23076679229736,145.3143796259857,89.42248454216111,155.25,True,True,True,True,True,True,True,False,False,37.51119429537366,noise,78.19165018732392,False,True,False,False,,Auto Components,Auto Components & Equipments,87.78846153846153,True,True,148121.76,335.08,23823916.0,0.2262
TITAN.NS,2026-07-08,4586.39990234375,4409.0583089192705,4255.761101616754,4256.362016601563,4179.00201171875,4052.9960083007813,4461.790435936737,3303.10009765625,4655.89990234375,True,True,True,True,True,True,True,True,False,24.77155803467681,noise,93.28315534331362,False,True,False,False,,Consumer Durables,"Gems, Jewellery And Watches",82.25961538461539,True,True,406834.43,526.53,1148030.0,0.1294
BAJAJ-AUTO.NS,2026-07-08,10164.0,9883.458333333334,10139.534884982639,10146.17662109375,9570.697649739583,9380.267890625,9969.258388354512,7749.439654454236,10750.0,True,True,True,True,True,True,True,True,False,22.222710218365215,noise,64.52601506237619,False,False,False,False,,Automobiles,2/3 Wheelers,81.0576923076923,True,True,283851.79,392.69,386351.0,0.1383
CHENNPETRO.NS,2026-07-08,1109.9000244140625,1122.25,1119.3055555555557,1101.3640002441407,978.1837097167969,949.5113873291016,1120.0867160193177,615.9702998720279,1249.0,True,True,True,True,True,True,True,False,False,46.13846080405959,green,123.41489079001934,False,False,False,False,,Petroleum Products,Refineries & Marketing,90.72115384615384,True,True,16527.68,170.97,1540432.0,1.0345
ABCAPITAL.NS,2026-07-08,385.75,393.8041636149089,370.9069425794813,365.96299926757814,349.6446661376953,340.92374954223635,393.5856559837323,243.0,410.70001220703125,True,True,True,True,True,True,True,False,False,40.24723400109933,red,123.90520696521384,False,False,False,False,,Finance,Investment Company,88.70192307692307,True,True,105472.01,171.52,4446415.0,0.1626
IDEA.NS,2026-07-08,13.930000305175781,14.250833511352539,14.334444496366713,13.615400066375733,11.508800061543782,10.960450038909912,14.211711873989668,6.119999885559082,15.34000015258789,True,True,True,True,True,True,True,False,False,89.26630506084241,noise,78.1057484287396,False,False,False,False,,Telecom - Services,Telecom - Cellular & Fixed line services,95.96153846153847,True,True,150921.85,718.06,515474748.0,0.4758
INDUSINDBK.NS,2026-07-08,994.6500244140625,949.4779866536459,925.9763234456381,922.0992907714843,889.7994018554688,863.4374496459961,968.5760042065735,709.4508644993872,1038.0,True,True,True,True,True,True,True,True,False,16.351658996920925,red,183.492315664631,False,False,False,False,,Banks,Private Sector Bank,77.25961538461539,True,True,77496.44,232.67,2339252.0,0.3002
ADANIPORTS.NS,2026-07-08,1791.699951171875,1822.5999857584636,1810.9015401204426,1788.5264697265625,1574.495743815104,1542.2936157226563,1829.8247564613357,1285.0840970824604,1891.0999755859375,True,True,True,True,True,True,True,False,False,26.31641363978494,noise,55.925551385533446,False,False,False,False,,Transport Infrastructure,Port & Port services,82.98076923076924,True,True,412800.34,514.81,2873295.0,0.1247
AUROPHARMA.NS,2026-07-08,1557.4000244140625,1564.2166442871094,1491.4888814290364,1484.6999951171874,1320.1219954427083,1274.827998046875,1562.3814217076958,1016.0999755859375,1636.800048828125,True,True,True,True,True,True,True,False,False,35.2172091494616,noise,81.55522722592735,False,False,False,False,,Pharmaceuticals & Biotechnology,Pharmaceuticals,86.97115384615385,True,True,89609.35,217.64,1397461.0,0.2429
FEDERALBNK.NS,2026-07-08,326.54998779296875,327.12499237060547,311.209721883138,304.7179998779297,285.13966776529946,269.7882508087158,327.4163168836163,183.99616636888095,334.29998779296875,True,True,True,True,True,True,True,False,False,52.57605657028799,noise,37.92780747303911,False,False,False,False,,Banks,Private Sector Bank,92.11538461538461,True,True,80546.91,378.01,11575972.0,0.4693
LUPIN.NS,2026-07-08,2459.0,2412.8833618164062,2323.4888983832466,2320.4339990234375,2251.574661458333,2184.8184991455078,2429.9484291580075,1836.800048828125,2526.89990234375,True,True,True,True,True,True,True,True,False,24.907558514857087,red,110.67775759788303,False,False,False,False,,Pharmaceuticals & Biotechnology,Pharmaceuticals,82.45192307692307,True,True,112433.48,266.75,1084778.0,0.2372
ADANIENSOL.NS,2026-07-08,1655.5,1546.6166890462239,1510.5972290039062,1464.9080053710939,1171.4953344726562,1116.1347512817383,1578.9024113567727,744.9000244140625,1712.0,True,True,True,True,True,True,True,True,False,88.72548756979262,green,135.02459038042127,False,False,True,False,,Power,Power Distribution,95.8173076923077,True,True,198872.34,572.25,3456654.0,0.2877
NESTLEIND.NS,2026-07-08,1450.5,1427.3583272298176,1413.4555528428818,1427.0719970703126,1323.2131754557292,1300.1891381835937,1441.688145994047,1078.874971449518,1498.0999755859375,True,True,True,True,True,True,True,True,False,21.893294579134338,noise,97.3599358285334,False,False,False,False,,Food Products,Packaged Foods,80.86538461538461,True,True,279701.99,309.91,2136584.0,0.1108
APOLLOHOSP.NS,2026-07-08,8753.5,8689.083333333334,8457.305555555555,8305.94,7662.1917545572915,7651.582312011718,8724.720909388972,6687.621668232306,8950.0,True,True,True,True,True,True,True,True,False,16.189052925182846,noise,71.6362197431035,False,False,False,False,,Healthcare Services,Hospital,77.0673076923077,True,True,125861.9,337.53,385593.0,0.2682
AUBANK.NS,2026-07-08,1038.800048828125,1046.8875020345051,1010.6416693793403,1010.1160034179687,984.349667561849,947.7297512817382,1047.6091206763263,682.1500244140625,1090.4000244140625,True,True,True,True,True,True,True,False,False,26.760225604408184,noise,96.63115470824172,False,False,False,False,,Banks,Other Bank,83.22115384615385,True,True,77739.51,216.07,2079958.0,0.2779
LTF.NS,2026-07-08,314.29998779296875,310.8125,287.8108605278863,286.7888372802734,285.2807976277669,281.6967523193359,315.40881327109383,192.4188983922586,338.6000061035156,True,True,True,True,True,True,True,False,False,54.42102360671106,red,158.11439659272295,False,False,False,False,,Finance,Non Banking Financial Company (NBFC),92.35576923076924,True,True,78752.9,171.68,5462417.0,0.218
STARHEALTH.NS,2026-07-08,584.2000122070312,583.0583241780599,548.830557929145,539.2950036621094,489.1266680908203,487.3557511901856,581.179204883218,416.54998779296875,605.7999877929688,True,True,True,True,True,True,True,True,False,38.02717358701271,noise,74.50893550937445,False,False,False,False,,Insurance,General Insurance,87.9326923076923,True,True,34374.53,42.93,734845.0,0.1249
