symbol,date,close,MA12,MA36,MA50,MA150,MA200,EMA10,52w_low,52w_high,cond1_price_above_150_200,cond2_ma150_above_ma200,cond3_ma200_trending_up_1m,cond4_ma50_above_150_200,cond5_price_above_ma50,cond6_30pct_above_52w_low,cond7_within_25pct_52w_high,cond9_price_above_ema10,fresh_ma12_cross_today,12m_return_pct,volume_signal,relative_volume,bull_snort,inside_bar,is_52w_high,is_52w_low,data_source,industry_group,industry,rs_percentile,cond8_rs_at_least_70,all_conditions_met
MRPL.NS,2026-07-08,147.94000244140625,150.75083287556967,153.3400001525879,154.3692010498047,164.30416564941407,160.86000205993653,150.19193944809163,117.91239487347448,212.0,False,True,True,False,False,False,False,False,False,0.1266739163886088,ppv,125.02246829269052,False,False,False,False,,Petroleum Products,Refineries & Marketing,63.99038461538461,False,False
KALYANKJIL.NS,2026-07-08,374.1499938964844,377.56666564941406,365.4791666666667,371.2139990234375,410.9566668701172,431.5787498474121,375.44895232564085,327.04998779296875,615.8977245777407,False,False,False,False,True,False,False,False,False,-35.92677825098717,ppv,543.8259316332259,False,False,False,False,,Consumer Durables,"Gems, Jewellery And Watches",16.201923076923077,False,False
UNOMINDA.NS,2026-07-08,1131.9000244140625,1117.3500061035156,1100.7903645833333,1105.6737622070314,1149.2470601399739,1179.7368704223634,1119.951247833326,992.4616833454146,1378.852549646065,False,False,False,False,True,False,True,True,False,3.2663253903395306,ppv,235.94494654594104,False,False,False,False,,Auto Components,Auto Components & Equipments,66.73076923076923,False,False
EXIDEIND.NS,2026-07-08,421.3500061035156,399.60123952229816,386.68982781304254,377.02911376953125,349.5077451578776,358.68212387084964,406.06282810586936,285.6312149356571,428.9444444203532,True,False,False,True,True,True,True,True,False,10.989273263997589,ppv,173.57963756848406,False,False,False,False,,Auto Components,Auto Components & Equipments,73.75,True,False
LODHA.NS,2026-07-08,1115.0999755859375,1000.6125030517578,934.3486141628689,925.9910009765625,954.9970043945312,1010.6772540283204,1033.6865936685176,650.7999877929688,1456.6983951855057,True,False,False,False,True,True,True,True,False,-18.224134415048574,ppv,402.9978704311955,False,False,False,False,,Realty,"Residential, Commercial Projects",40.52884615384615,False,False
PARADEEP.NS,2026-07-08,139.8699951171875,138.42666625976562,131.3124997880724,129.56719985961914,131.751400197347,142.0752499771118,139.1621526873186,99.69999694824219,233.32119857064168,False,False,False,False,True,True,False,True,False,-12.405265973879976,ppv,183.62919568905468,False,False,False,False,,Fertilizers & Agrochemicals,Fertilizers,47.98076923076923,False,False
TORNTPHARM.NS,2026-07-08,4866.39990234375,4662.075032552083,4522.5543212890625,4470.967119140625,4186.966565755209,4041.2434899902346,4719.548016699868,3266.3675732569523,4948.0,True,True,True,True,True,True,True,True,False,45.76915105710708,ppv,220.91935280299384,False,False,True,False,,Pharmaceuticals & Biotechnology,Pharmaceuticals,90.625,True,True
J&KBANK.NS,2026-07-08,165.9600067138672,160.86833318074545,153.47277789645725,147.84840026855468,122.94226684570313,118.62305011749268,162.22302086708484,97.3499984741211,171.0,True,True,True,True,True,True,True,True,False,48.28214214893429,ppv,248.30964955827733,False,False,True,False,,Banks,Private Sector Bank,91.15384615384615,True,True
SENCO.NS,2026-07-08,331.75,328.12082926432294,338.2347225613064,336.91100036621094,323.8207434082031,325.4738104248047,329.5718272717827,276.0,403.94051261972777,True,False,False,True,False,False,True,True,False,-4.720249641236696,ppv,304.24325769836923,False,False,False,False,,Consumer Durables,"Gems, Jewellery And Watches",57.83653846153847,False,False
RPSGVENT.NS,2026-07-08,915.25,866.2083333333334,891.870836046007,905.5220043945312,805.1520031738281,811.2805010986328,873.1979584652294,551.9000244140625,1179.0,True,False,False,True,True,True,True,True,False,-1.2515483510267322,ppv,213.20583444286757,False,False,False,False,,Commercial Services & Supplies,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO),62.25961538461539,False,False
THANGAMAYL.NS,2026-07-08,6806.0,6014.1584065755205,5227.208394368489,4844.642045898438,4003.1813525390626,3628.208517456055,6183.630877604481,1750.0999755859375,6949.0,True,True,True,True,True,True,True,True,False,260.72739996070186,ppv,265.62254517415755,False,False,True,False,,Consumer Durables,"Gems, Jewellery And Watches",99.27884615384616,True,True
PREMIERENE.NS,2026-07-08,1043.9000244140625,1043.3916727701824,1048.1305592854817,1035.451199951172,903.9499552408854,936.0932501220703,1041.7836920908508,666.4089382565205,1134.7219179618492,True,False,False,True,True,True,True,True,False,-1.2148033590272278,ppv,139.3934168295484,False,False,False,False,,Electrical Equipment,Other Electrical Equipment,62.35576923076923,False,False
BUILDPRO.NS,2026-07-08,,,,,,,,,,False,False,False,False,False,False,False,False,False,,ppv,172.98709446576578,False,False,False,False,,Retailing,Speciality Retail,,False,False
SPARC.NS,2026-07-08,269.9800109863281,240.9816665649414,224.89027871025934,206.76279998779296,157.7558002726237,151.76225006103516,248.69296709721047,108.0,289.0,True,True,True,True,True,True,True,True,False,69.96979174692004,ppv,112.39998907686261,False,False,True,False,,Pharmaceuticals & Biotechnology,Pharmaceuticals,94.51923076923077,True,True
SGMART.NS,2026-07-08,,,,,,,,,,False,False,False,False,False,False,False,False,False,,ppv,1967.9426343999075,True,False,True,False,,Metals & Minerals Trading,Trading - Metals,,False,False
PRECWIRE.NS,2026-07-08,374.8999938964844,403.9666697184245,414.0986116197374,410.66399963378905,324.56317647298175,298.29006759643556,394.62163475253357,168.08525400328446,467.5,True,True,True,True,False,True,True,False,False,101.88029814210063,ppv,94.13984083266082,False,False,False,False,,Industrial Products,"Aluminium, Copper & Zinc Products",96.875,True,False
DPABHUSHAN.NS,2026-07-08,1076.050048828125,959.8875020345052,937.6097225613064,956.2459985351562,1152.9626704915365,1233.5530026245117,973.049202996603,866.0999755859375,1729.5999755859375,False,False,False,False,True,False,False,True,False,-27.205379219836733,ppv,2341.127417919227,True,False,False,False,,Consumer Durables,"Gems, Jewellery And Watches",28.173076923076923,False,False
RAMRAT.NS,2026-07-08,412.75,408.22499593098956,409.7374996609158,417.13599975585936,351.447665608724,342.292624206543,406.6205648052995,268.0,520.0,True,True,True,True,False,True,True,True,False,22.873242343788714,ppv,125.05533474283,False,False,False,False,,Electrical Equipment,Other Electrical Equipment,81.49038461538461,True,False
ATHERENERG.NS,2026-07-08,1200.0,1090.6708374023438,1014.1458333333334,990.2909985351563,811.9913321940104,772.0199990844726,1115.9798466981347,318.6000061035156,1214.0,True,True,True,True,True,True,True,True,False,265.5750190403656,ppv,209.65944711380894,False,False,True,False,,Automobiles,2/3 Wheelers,99.375,True,True
BAYERCROP.NS,2026-07-08,4163.5,4154.949951171875,4289.1304931640625,4358.081962890625,4499.3606575520835,4568.765417480468,4159.489288260095,4030.0,6344.303395048807,False,False,False,False,False,False,False,True,False,-33.6042885214898,ppv,611.6028780723096,False,False,False,False,,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,18.557692307692307,False,False
VMARCIND.NS,2026-07-07,289.8500061035156,822.6180572509766,1182.1379682752822,1144.8843371582032,838.0014453125,772.3693348693847,587.0241194760046,253.5,1708.0,False,True,False,True,False,False,False,False,False,-19.418961282467873,ppv,373.9934387116016,False,False,False,False,,Industrial Products,Cables - Electricals,38.75,False,False
TBZ.NS,2026-07-08,201.6999969482422,191.6308339436849,174.5833337571886,165.21119995117186,156.91286626180013,163.7291996383667,193.12256594299853,110.5,224.97999572753906,True,False,False,True,True,True,True,True,False,4.9113596337716725,ppv,620.4396051483492,False,False,False,False,,Consumer Durables,"Gems, Jewellery And Watches",68.70192307692308,False,False
