symbol,close,MA12,MA36,MA50,MA150,MA200,EMA10,52w_low,52w_high,cond1_price_above_150_200,cond2_ma150_above_ma200,cond3_ma200_trending_up_1m,cond4_ma50_above_150_200,cond5_price_above_ma50,cond6_30pct_above_52w_low,cond7_within_25pct_52w_high,cond9_price_above_ema10,fresh_ma12_cross_today,12m_return_pct,volume_signal,relative_volume,bull_snort,inside_bar,industry_group,industry,rs_percentile,cond8_rs_at_least_70,all_conditions_met
RELIANCE.NS,1321.199951171875,1347.1749979654949,1370.9000040690105,1371.1760034179688,1443.0566691080728,1428.7741357421876,1350.5122745321937,1290.0,1611.800048828125,False,True,False,False,False,False,True,False,False,-6.724091868832682,red,224.1383080689626,False,False,Petroleum Products,Refineries & Marketing,53.37904015670911,False,False
LICI.NS,411.3500061035156,407.8208363850911,406.08194732666016,398.78100219726565,419.9873350016276,426.1683760070801,410.71325831109436,360.75,483.58777740864724,False,False,False,False,True,False,True,True,False,-4.3203742596144235,red,122.08246672823608,False,False,Insurance,Life Insurance,57.492654260528894,False,False
RAJESHEXPO.NS,118.33000183105469,111.65250015258789,117.00666639539931,110.06119979858398,153.04393259684244,161.16619956970214,114.73011311861147,80.37999725341797,237.8800048828125,False,False,False,False,True,True,False,True,False,-39.82404282020974,noise,79.41328915409237,False,True,Consumer Durables,"Gems, Jewellery And Watches",10.333006856023506,False,False
IOC.NS,140.24000549316406,139.5033327738444,142.49361080593533,141.68459991455077,155.3103965250651,151.32027015686035,141.25081271577207,127.92890563530246,186.60727196585654,False,True,False,False,False,False,True,False,False,4.264917824791503,red,202.47606067702972,False,False,Petroleum Products,Refineries & Marketing,66.25857002938295,False,False
ONGC.NS,265.3999938964844,288.67083231608075,288.5930531819661,285.06299865722656,259.8252837117513,251.627103805542,282.0937471257924,219.43324653939325,307.5,True,True,True,True,False,False,True,False,False,14.404472345114039,red,367.28432608776353,False,False,Oil,Oil Exploration & Production,75.6611165523996,True,False
SBIN.NS,964.4000244140625,957.3477935791016,1019.8367818196615,1019.7302685546875,1014.0971492513021,966.671176147461,966.1796284744744,767.8592718430074,1212.8384373028666,False,True,True,True,False,False,True,False,False,23.588032850997266,red,125.00572877771248,False,False,Banks,Public Sector Bank,80.99902056807052,True,False
BPCL.NS,298.1000061035156,296.4750010172526,302.04027981228296,297.32900146484377,335.834428914388,329.30938720703125,300.39009072990103,266.6000061035156,391.6499938964844,False,True,False,False,True,False,True,False,False,0.18866130577541718,red,199.90048325047155,False,False,Petroleum Products,Refineries & Marketing,62.09598432908913,False,False
HINDPETRO.NS,393.8500061035156,386.3374964396159,379.65416378445093,367.71399658203126,423.8984344482422,420.09476608276367,392.47276707734295,316.20001220703125,508.45001220703125,False,True,False,False,True,False,True,True,False,-0.913612258335561,red,133.28369504477428,False,False,Petroleum Products,Refineries & Marketing,60.871694417238,False,False
TMPV.NS,393.8999938964844,370.85416920979816,356.6250008477105,343.9350018310547,359.19100077311197,434.059500579834,379.2652279626875,294.29998779296875,744.0,False,False,False,False,True,True,False,True,False,-44.5478844634156,red,285.1237931084168,False,False,Automobiles,Passenger Cars & Utility Vehicles,6.611165523996082,False,False
HDFCBANK.NS,744.5499877929688,765.1000061035156,779.1402808295356,778.9490026855469,896.3333329264323,915.5589996337891,762.971921261053,726.6500244140625,1020.5,False,False,False,False,False,False,False,False,False,-21.65145034362371,red,216.6451635759581,False,False,Banks,Private Sector Bank,30.754162585700296,False,False
LT.NS,4076.5,3955.7601928710938,3970.674513075087,3854.64373046875,3933.554034830729,3856.5163732910155,3997.4566821596427,3256.294765660181,4397.052414797838,True,True,True,False,True,False,True,True,False,14.140294583489133,green,150.97828514140838,False,False,Construction,Civil Construction,75.46523016650343,True,False
TCS.NS,2258.89990234375,2274.051961263021,2383.672173394097,2385.5606640625,2764.277159830729,2808.3292138671877,2284.9939289997474,2176.883514966109,3404.0549041256045,False,False,False,False,False,False,False,False,False,-32.29906423341598,red,381.76565571449,False,False,IT - Software,Computers - Software & Consulting,17.874632713026443,False,False
HINDALCO.NS,1126.699951171875,1099.6416625976562,1057.4763878716362,1013.5890002441406,926.5796687825521,879.3050015258789,1109.8026882678353,613.5008869488823,1176.0,True,True,True,True,True,True,True,True,False,72.10744364135282,red,202.9177038041251,False,False,Non - Ferrous Metals,Aluminium,93.97649363369246,True,True
TATASTEEL.NS,208.02000427246094,211.65500005086264,211.9044452243381,207.070400390625,191.892133585612,185.55700004577636,211.4429728591241,149.8000030517578,224.39999389648438,True,True,True,True,True,True,True,False,False,31.67829763230565,red,221.17409790305308,False,False,Ferrous Metals,Iron & Steel,84.96571988246816,True,True
BHARTIARTL.NS,1829.0,1879.7666727701824,1851.2750006781685,1842.3380029296875,1970.6340063476562,1957.1510040283204,1857.4862333958283,1740.5,2174.5,False,True,False,False,False,False,True,False,False,0.026583554006198717,red,519.4214518165878,False,False,Telecom - Services,Telecom - Cellular & Fixed line services,61.90009794319295,False,False
M&M.NS,3045.60009765625,3109.2166951497397,3159.2166748046875,3131.5900146484373,3426.975343424479,3432.117507324219,3109.7950730826424,2896.0,3839.89990234375,False,False,False,False,False,False,True,False,False,0.9957426399712643,red,363.42214856367156,False,False,Automobiles,Passenger Cars & Utility Vehicles,62.8305582761998,False,False
MARUTI.NS,13127.0,13103.333333333334,13295.194444444445,13109.1,14824.02,14887.405,13168.282920887941,11887.338955292347,17370.0,False,False,True,False,True,False,True,False,False,6.827782499347923,red,180.63721935571488,False,False,Automobiles,Passenger Cars & Utility Vehicles,68.70714985308521,False,False
JSWSTEEL.NS,1278.0,1290.2750142415364,1267.5638936360676,1233.8780053710936,1196.6353377278647,1173.6210028076173,1289.924451484129,959.5660768846707,1328.0,True,True,True,True,True,True,True,False,False,26.412296363099497,red,152.7729713056142,False,False,Ferrous Metals,Iron & Steel,82.76199804113614,True,True
GRASIM.NS,3122.39990234375,3050.5833536783853,2887.2027926974824,2810.6160107421874,2807.8893343098957,2805.8838671875,3086.927000852734,2501.8985572093397,3197.5,True,True,True,True,True,False,True,True,False,17.970135343250583,red,152.54534642532258,False,False,Cement & Cement Products,Cement & Cement Products,78.30558276199804,True,False
ICICIBANK.NS,1256.4000244140625,1255.2000122070312,1289.4083421495225,1276.876005859375,1340.506005045573,1356.2111206054688,1263.2275041236426,1187.5999755859375,1488.5144734435703,False,False,False,False,False,False,True,False,False,-13.316818287131882,red,162.88066681375636,False,False,Banks,Private Sector Bank,43.5847208619001,False,False
COALINDIA.NS,457.8999938964844,459.24166615804035,457.64027828640405,456.4390008544922,420.91425048828125,408.27720108032224,460.13311513198596,345.8827187630446,491.25,True,True,True,True,True,True,True,False,False,22.538471545931827,red,625.5310453935138,False,False,Consumable Fuels,Coal,80.36238981390792,True,True
INFY.NS,1160.9000244140625,1159.9749959309895,1200.08054945204,1221.6479956054689,1421.127684733073,1430.1324572753906,1164.268218024021,1089.0,1728.0,False,False,False,False,False,False,False,False,False,-23.87388483536188,ppv,494.12260889918167,False,False,IT - Software,Computers - Software & Consulting,28.011753183153772,False,False
NTPC.NS,386.8999938964844,391.84166208902997,394.90694342719183,388.79099853515623,358.06261149088544,350.9967674255371,392.2937596337542,313.0872779896664,414.3999938964844,True,True,True,True,False,False,True,False,False,17.29750539443442,red,154.6914313189268,False,False,Power,Power Generation,77.91380999020568,True,False
BAJAJFINSV.NS,1783.5999755859375,1772.6083170572917,1787.2472127278645,1764.283994140625,1936.8760034179688,1954.4400018310546,1785.8221648899703,1597.0,2195.0,False,False,False,False,True,False,True,False,False,-12.090794672688986,red,112.56769592500895,False,False,Finance,Holding Company,45.690499510284035,False,False
GAIL.NS,164.50999450683594,162.68333307902017,162.15416632758246,156.6947998046875,162.89499298095703,164.9381460571289,164.63923195591124,134.36000061035156,195.532374493087,False,False,False,False,True,False,True,False,False,-12.044468041399604,red,206.14102435513715,False,False,Gas,Gas Transmission/Marketing,45.83741429970617,False,False
BANKBARODA.NS,268.5,266.2583312988281,269.8913870917426,268.9493994140625,284.99580078125,275.85045097351076,267.9452961018818,229.6940904055357,325.5,False,True,True,False,False,False,True,True,False,15.006947246221912,red,160.6175411975669,False,False,Banks,Public Sector Bank,76.00391772771793,True,False
MOTHERSON.NS,145.74000549316406,135.32583491007486,128.2238892449273,123.3024545288086,119.00279225667317,114.44854995727539,137.77273687109462,89.42248454216111,151.77000427246094,True,True,True,True,True,True,True,True,False,48.18352091157714,ppv,345.2594673209629,False,False,Auto Components,Auto Components & Equipments,90.1077375122429,True,True
AXISBANK.NS,1286.5999755859375,1268.4166768391926,1301.588887532552,1276.0479956054687,1282.8673347981771,1240.2755004882813,1281.8431688191472,1042.5,1418.300048828125,True,True,True,False,True,False,True,True,False,5.966057328376917,red,203.20596100787589,False,False,Banks,Private Sector Bank,68.07051909892262,False,False
HCLTECH.NS,1183.800048828125,1160.5333251953125,1235.114454481337,1266.1768115234374,1448.9814078776042,1440.0212561035157,1169.0312906253066,1103.4000244140625,1746.660434027475,False,True,False,False,False,False,False,True,False,-25.276861238132177,ppv,277.7898880613569,False,False,IT - Software,Computers - Software & Consulting,25.41625857002938,False,False
REDINGTON.NS,224.3300018310547,220.77666727701822,220.8580551147461,218.5111996459961,252.52839894612632,254.1265990447998,222.13219391610136,191.30999755859375,327.511218461602,False,False,False,False,True,False,False,True,False,-14.034167429550038,ppv,130.87889583773696,False,False,Commercial Services & Supplies,Trading & Distributors,42.55631733594515,False,False
PNB.NS,106.05000305175781,103.81833457946777,108.21722242567274,108.02460021972657,117.66126642862956,115.52429988861084,105.16326500594334,97.29082464183556,135.14999389648438,False,True,False,False,False,False,True,True,False,6.962355910552964,red,153.14206867391061,False,False,Banks,Public Sector Bank,68.95200783545543,False,False
ADANIENT.NS,2937.39990234375,2805.5000203450522,2491.1277737087676,2323.023996582031,2263.741952311198,2302.546459350586,2836.2728086517222,1753.0,3027.5,True,False,False,True,True,True,True,True,False,15.689333170383257,red,143.32296540348227,False,False,Metals & Minerals Trading,Trading - Minerals,76.68952007835456,True,False
CANBK.NS,130.8000030517578,129.57416661580405,135.30027686225043,134.3253987121582,142.88086624145507,135.97939987182616,131.07649384106077,102.91268816674945,162.88999938964844,False,True,True,False,False,False,True,False,False,26.057404800443763,red,236.69921642437487,False,False,Banks,Public Sector Bank,82.51714005876592,True,False
SAIL.NS,204.3699951171875,199.8908322652181,186.15166642930774,177.04600006103516,155.53620000203452,148.7069741821289,200.77642626422687,116.63813628480024,209.6999969482422,True,True,True,True,True,True,True,True,False,60.93593211406492,noise,69.65595901371154,False,False,Ferrous Metals,Iron & Steel,92.5073457394711,True,True
PFC.NS,428.6000061035156,434.80833435058594,449.36388736301,436.91028381347655,394.6118855794271,393.69187271118165,434.7413607872712,324.10628292941374,486.5,True,True,True,True,False,True,True,False,False,8.173878443418037,red,198.84910948618025,False,False,Finance,Financial Institution,69.7845249755142,False,False
TITAN.NS,4074.89990234375,4117.825032552083,4315.455573187934,4243.838022460937,4087.2206787109376,3948.877512207031,4129.491590498948,3303.10009765625,4605.0,False,True,True,True,False,False,True,False,False,13.208408443116216,red,152.2095299509524,False,False,Consumer Durables,"Gems, Jewellery And Watches",74.43682664054847,True,False
UNIONBANK.NS,167.8800048828125,163.8566665649414,171.83972337510852,172.55380157470702,167.955400390625,159.66665008544922,165.91428637123056,124.63999938964844,205.49000549316406,False,True,True,True,False,True,True,True,False,23.018635859969972,red,280.8073294448958,False,False,Banks,Public Sector Bank,80.60724779627816,True,False
TMCV.NS,,,,,,,,,,False,False,False,False,False,False,False,False,False,,red,177.79595740706233,False,False,"Agricultural, Commercial & Construction Vehicles",Commercial Vehicles,,False,False
ULTRACEMCO.NS,11482.0,11554.416666666666,11742.5,11505.78,11886.546666666667,12021.35,11593.737077480182,10325.0,13110.0,False,False,False,False,False,False,True,False,False,-1.1482542289932063,red,471.7720751817211,False,False,Cement & Cement Products,Cement & Cement Products,60.57786483839374,False,False
VEDL.NS,352.6000061035156,338.95416768391925,489.7777743869358,540.633525390625,578.694502766927,544.1680856323242,346.1163990620744,268.70001220703125,795.0,False,True,False,False,False,True,False,True,False,-15.720747180922457,red,114.1266786481645,False,False,Diversified Metals,Diversified Metals,39.66699314397649,False,False
WIPRO.NS,204.25,198.63249969482422,200.27305475870767,198.21699951171874,223.36079040527343,227.73485893249511,200.9213434382192,186.5,266.2266963670133,False,False,False,False,True,False,True,True,False,-13.939793020546409,ppv,332.5700839157916,False,False,IT - Software,Computers - Software & Consulting,42.703232125367286,False,False
MRPL.NS,144.9600067138672,149.48833592732748,163.6183353000217,169.41280151367187,165.78736368815103,156.4529446029663,150.2019585133544,117.91239487347448,212.0,False,True,False,True,False,False,False,False,False,5.246190986167587,noise,25.49461117511355,False,False,Petroleum Products,Refineries & Marketing,67.38491674828599,False,False
INDIGO.NS,4405.0,4368.424967447917,4441.891682942708,4367.218012695313,4896.766007486979,5118.303345947265,4420.06521071746,3895.199951171875,6232.5,False,False,False,False,True,False,False,False,False,-20.07890195662926,noise,86.70979313876501,False,False,Transport Services,Airline,33.05582761998041,False,False
BAJFINANCE.NS,908.25,921.433339436849,926.2777794731987,904.2459973144531,964.095,963.4389993286132,923.7310639947175,787.9000244140625,1102.5,False,True,False,False,True,False,True,False,False,-0.4892825868241357,red,472.2780533080508,False,False,Finance,Non Banking Financial Company (NBFC),61.263467189030365,False,False
