symbol,date,close,MA12,MA36,MA50,MA150,MA200,EMA10,52w_low,52w_high,cond1_price_above_150_200,cond2_ma150_above_ma200,cond3_ma200_trending_up_1m,cond4_ma50_above_150_200,cond5_price_above_ma50,cond6_30pct_above_52w_low,cond7_within_25pct_52w_high,cond9_price_above_ema10,fresh_ma12_cross_today,12m_return_pct,volume_signal,relative_volume,bull_snort,inside_bar,is_52w_high,is_52w_low,data_source,industry_group,industry,rs_percentile,cond8_rs_at_least_70,all_conditions_met
AMBUJACEM.NS,2026-07-10,436.45001220703125,428.9833348592122,428.654040866428,430.5872406005859,474.6457647705078,495.9674244689941,430.36491473978947,392.0593533114177,621.8718213350007,False,False,False,False,True,False,False,True,True,-25.854042894306506,noise,57.61537006179406,False,False,False,False,,Cement & Cement Products,Cement & Cement Products,27.884615384615387,False,False
GLENMARK.NS,2026-07-10,2282.89990234375,2214.8499552408853,2213.7555406358506,2253.7739892578124,2140.368662923177,2080.286890258789,2234.9535339335907,1788.2137656576283,2474.0,True,True,True,True,True,False,True,True,True,25.02045456292681,noise,88.05775184977568,False,False,False,False,,Pharmaceuticals & Biotechnology,Pharmaceuticals,80.09615384615385,True,False
AARTIIND.NS,2026-07-10,484.1000061035156,472.45416768391925,471.24305640326605,473.4520007324219,431.19700113932294,418.90475051879883,475.1302697691284,338.04998779296875,523.0999755859375,True,True,True,True,True,True,True,True,True,5.256554320163143,noise,86.32183583471492,False,False,False,False,,Chemicals & Petrochemicals,Specialty Chemicals,66.6826923076923,False,False
SAGILITY.NS,2026-07-10,42.529998779296875,40.59249973297119,40.43916659884982,41.015999755859376,44.321800003051756,45.2259909248352,40.90106834998234,35.83000183105469,57.832189582754076,False,False,False,False,True,False,False,True,True,2.3377729638434763,ppv,240.53021205789332,False,False,False,False,,IT - Services,IT Enabled Services,63.36538461538461,False,False
COLPAL.NS,2026-07-10,2052.39990234375,2037.9833170572917,2033.9165615505642,2062.734748535156,2061.092068684896,2089.7477209472654,2045.5981102179512,1761.237851420491,2448.3452314323463,False,False,False,False,False,False,True,True,True,-14.359272297850922,noise,29.716222682532855,False,True,False,False,,Personal Products,Personal Care,43.125,False,False
RHIM.NS,2026-07-10,420.3500061035156,387.53333791097003,385.1777809990777,388.357001953125,411.221333211263,424.0312496948242,393.79404487263423,323.04998779296875,534.8948341723413,False,False,False,False,True,True,True,True,True,-10.027791124868413,green,227.3248954118514,False,False,False,False,,Industrial Products,Electrodes & Refractories,48.36538461538461,False,False
PRAJIND.NS,2026-07-10,355.79998779296875,355.16666412353516,354.10138617621527,364.48099853515623,336.81066670735675,337.5462501525879,355.30248775509693,273.0,505.45059539439734,True,False,False,True,False,True,False,True,True,-27.38787517409005,noise,22.667993267568395,False,False,False,False,,Industrial Manufacturing,Industrial Products,25.432692307692307,False,False
HCG.NS,2026-07-10,666.4000244140625,634.5458374023438,634.0319485134548,630.7229992675781,613.7875935872396,638.6011953735351,643.540748724806,513.2999877929688,804.6500244140625,True,False,False,False,True,False,True,True,True,19.99640833889631,green,150.5459519721797,False,False,False,False,,Healthcare Services,Hospital,77.3076923076923,True,False
PROV.NS,2026-07-09,1555.0,1558.8333333333333,1555.0583360460068,1515.6630004882813,1328.7020003255209,1286.2457501220704,1558.0138777251748,815.0999755859375,1700.0,True,True,True,True,True,True,True,False,True,48.23641563393708,dry,0.0,False,False,False,False,,Food Products,Other Food Products,89.75961538461539,True,True
SYMPHONY.NS,2026-07-10,720.0999755859375,693.7999979654948,691.2291649712456,714.1040002441406,797.9802815755208,822.0731677246093,698.3654302773572,656.0,1187.2750396663666,False,False,False,False,True,False,False,True,True,-36.904579693403605,ppv,213.82914841477555,False,False,False,False,,Consumer Durables,Household Appliances,14.663461538461538,False,False
NUCLEUS.NS,2026-07-10,752.4500122070312,746.0433959960938,745.4468739827474,757.0172998046875,811.4137483723958,851.8967251586914,747.517881484039,678.5980828958152,1174.3004676924484,False,False,False,False,False,False,False,True,True,-34.45714892709366,ppv,100.73669958913484,False,False,False,False,,IT - Software,Software Products,16.153846153846153,False,False
KANPRPLA.NS,2026-07-10,198.83999633789062,194.65500005086264,194.51111009385852,198.0293991088867,189.80406707763672,194.39115036010742,195.08712344507916,151.25,247.0,True,False,False,True,True,True,True,True,True,-2.870531265072618,noise,80.7158390041805,False,False,False,False,,Industrial Products,Packaging,58.02884615384616,False,False
SINDHUTRAD.NS,2026-07-10,26.25,25.762499809265137,25.728888829549152,25.14340000152588,23.359800084431967,23.832500066757202,25.897335676660617,17.639999389648438,39.290000915527344,True,False,False,True,True,True,False,True,True,-21.407189219254853,noise,79.03364657016358,False,False,False,False,,Transport Services,Logistics Solution Provider,34.375,False,False
BCONCEPTS.NS,2026-07-10,213.11000061035156,191.35499954223633,188.86666615804037,200.52479888916017,251.69866658528645,274.8717498779297,198.02265618517137,164.0,449.0,False,False,False,False,True,False,False,True,True,-38.94570747363755,noise,65.17402800004794,False,True,False,False,,Retailing,Speciality Retail,12.307692307692308,False,False
