symbol,date,close,MA12,MA36,MA50,MA150,MA200,EMA10,52w_low,52w_high,cond1_price_above_150_200,cond2_ma150_above_ma200,cond3_ma200_trending_up_1m,cond4_ma50_above_150_200,cond5_price_above_ma50,cond6_30pct_above_52w_low,cond7_within_25pct_52w_high,cond9_price_above_ema10,fresh_ma12_cross_today,12m_return_pct,volume_signal,relative_volume,bull_snort,inside_bar,is_52w_high,is_52w_low,data_source,industry_group,industry,rs_percentile,cond8_rs_at_least_70,all_conditions_met,total_market_cap_cr,traded_value_cr,traded_volume,traded_val_pct_mc
CUPID.NS,2026-07-10,212.24000549316406,198.4383316040039,164.82305399576822,153.46679901123048,109.79159978230794,95.59154981613159,201.4645114987183,21.290000915527344,226.0,True,True,True,True,True,True,True,True,False,881.50203524608,ppv,388.00514704221223,False,False,False,False,,Personal Products,Personal Care,100.0,True,True,28539.08,486.53,22923697.0,1.7048
SWANDEF.NS,2026-07-10,2233.0,2249.6250203450522,2092.1500108506943,2034.7280126953126,1830.7539998372397,1573.0212509155274,2230.54362309789,264.57000732421875,2489.0,True,True,True,True,True,True,True,True,False,744.011013411493,ppv,335.137949192969,True,True,False,False,,Industrial Manufacturing,Ship Building & Allied Services,99.95192307692308,True,True,11763.92,4.03,18048.0,0.0343
SIGMAADV.NS,2026-07-10,582.6500244140625,567.7666575113932,493.74166191948785,443.2339971923828,269.89059987386065,247.21550003051757,556.8240564587979,95.52999877929688,638.0999755859375,True,True,True,True,True,True,True,True,False,453.7971955937907,ppv,241.39325253093915,False,False,False,False,,Aerospace & Defense,Aerospace & Defense,99.90384615384616,True,True,10268.61,26.01,446481.0,0.2533
UNIHEALTH.NS,2026-07-09,716.5,632.6291656494141,526.7583329942491,506.3509991455078,395.5943339029948,344.6522504425049,653.6608555435192,133.64999389648438,747.9000244140625,True,True,True,True,True,True,True,True,False,331.4965292573146,noise,41.847489150650965,False,False,False,False,,Healthcare Services,Hospital,99.71153846153847,True,True,186.34,0.41,33718.0,0.2189
UCL.NS,2026-07-09,194.0,192.2499974568685,168.54583189222546,159.9289988708496,97.98033299763998,84.70774990081787,190.92493905344344,38.0,201.9499969482422,True,True,True,True,True,True,True,True,False,294.30893697492183,dry,0.0,False,False,False,False,,Chemicals & Petrochemicals,Dyes And Pigments,99.61538461538461,True,True,67.03,0.14,22937.0,0.2041
DPEL.NS,2026-07-09,574.0999755859375,507.16249593098956,498.48194122314453,503.4699963378906,385.8266653442383,356.1642490386963,526.7833944229992,123.0,576.0,True,True,True,True,True,True,True,True,False,284.65660005757957,noise,96.42910953744162,False,False,True,False,,Industrial Products,Cables - Electricals,99.47115384615385,True,True,251.91,0.65,61734.0,0.2598
ATHERENERG.NS,2026-07-10,1225.800048828125,1127.9500122070312,1032.0861138237847,1001.7810009765625,819.1689994303385,778.5059994506836,1151.183215671246,318.6000061035156,1242.9000244140625,True,True,True,True,True,True,True,True,False,271.73617856804395,noise,52.11433586637182,False,True,True,False,,Automobiles,2/3 Wheelers,99.42307692307692,True,True,46986.14,605.76,4941743.0,1.2892
THANGAMAYL.NS,2026-07-10,6540.5,6206.9333902994795,5379.886169433594,4949.190043945313,4047.8573518880207,3672.2830169677736,6310.232240379858,1750.0999755859375,7165.0,True,True,True,True,True,True,True,True,False,246.1998527449117,red,100.74083938593033,False,False,False,False,,Consumer Durables,"Gems, Jewellery And Watches",99.32692307692308,True,True,20329.2,133.57,204218.0,0.657
BLISSGVS.NS,2026-07-10,524.2999877929688,513.7156855265299,455.91042073567706,406.132041015625,269.7407485961914,241.02502742767334,510.70643639344894,117.5147500933485,551.9194964802983,True,True,True,True,True,True,True,True,False,228.2873521487398,noise,20.84947706017217,False,False,False,False,,Pharmaceuticals & Biotechnology,Pharmaceuticals,99.23076923076923,True,True,5570.37,106.25,2026524.0,1.9074
ASCOM.NS,2026-07-09,259.3500061035156,261.8958384195964,249.51250161064996,251.73000061035157,205.47566721598307,180.91875049591064,258.4329556362355,86.05000305175781,285.0,True,True,True,True,True,True,True,True,False,201.3945344633171,dry,0.0,False,False,False,False,,Finance,Non Banking Financial Company (NBFC),99.08653846153847,True,True,157.32,0.02,1390.0,0.0119
MIRCELECTR.NS,2026-07-09,42.65999984741211,42.41083367665609,40.603888829549156,40.29619995117187,32.741799952189126,31.130149936676027,42.49407886010755,13.6899995803833,49.22999954223633,True,True,True,True,True,True,True,True,False,199.3684199818394,dry,7.712486095151237,False,True,False,False,,Consumer Durables,Consumer Electronics,99.03846153846155,True,True,1411.82,7.78,2034350.0,0.5507
KMEW.NS,2026-07-10,2412.699951171875,2265.550008138021,2088.5055575900606,2086.2559912109373,1826.0309928385416,1686.396492919922,2275.0537909198106,787.4500122070312,2440.0,True,True,True,True,True,True,True,True,False,198.4352668367603,green,113.33483452226758,False,False,True,False,,Engineering Services,Dredging,98.99038461538461,True,True,5935.24,35.95,149005.0,0.6057
KIRLOSENG.NS,2026-07-10,2491.89990234375,2366.3500162760415,2086.727793375651,1972.0900073242187,1546.7874210611978,1407.635678100586,2347.5770447384116,824.5338816109395,2720.0,True,True,True,True,True,True,True,True,False,195.69647228709798,noise,70.70926388555121,False,False,False,False,,Industrial Products,"Compressors, Pumps & Diesel Engines",98.9423076923077,True,True,36258.71,197.17,791230.0,0.5438
BAJAJCON.NS,2026-07-10,670.25,613.6166737874349,589.8333350287544,571.1110009765625,419.41600158691404,380.90545097351077,625.4725607328282,220.10000610351562,679.8499755859375,True,True,True,True,True,True,True,True,False,181.05082690698876,ppv,231.85263856230574,False,False,True,False,,Personal Products,Personal Care,98.89423076923077,True,True,8754.69,89.08,1329043.0,1.0175
SBC.NS,2026-07-10,42.380001068115234,41.95000012715658,39.74277803632948,38.223800354003906,33.03466669718424,30.761250038146972,41.93733296739125,15.050000190734863,45.0,True,True,True,True,True,True,True,True,False,173.77262481490217,noise,52.743795466468654,False,False,False,False,,Textiles & Apparels,Garments & Apparels,98.84615384615385,True,True,2018.09,54.47,12853317.0,2.6992
OMAXAUTO.NS,2026-07-10,242.25,228.34499867757162,230.87138748168945,224.31498382568358,143.9589338684082,136.28760917663575,230.48497391896734,83.5679503287476,263.3999938964844,True,True,True,True,True,True,True,True,False,172.00871464323572,ppv,45.54064336913384,False,False,False,False,,Auto Components,Auto Components & Equipments,98.79807692307693,True,True,519.41,4.82,199015.0,0.9282
HOACFOODS.NS,2026-07-09,704.9000244140625,691.8041687011719,634.4166683620876,589.7040014648437,435.40133382161457,395.23550064086913,689.6429177818391,190.1999969482422,715.0,True,True,True,True,True,True,True,True,False,169.30277914577366,noise,24.549918166939445,False,False,False,False,,Food Products,Other Food Products,98.75,True,True,56.3,0.07,4482.0,0.1166
RPTECH.NS,2026-07-10,783.0499877929688,770.687510172526,654.727783203125,616.9040032958984,453.88700113932293,422.73925064086916,762.1513249647771,274.03069500955513,812.8499755859375,True,True,True,True,True,True,True,True,False,165.27999470659603,noise,33.28853273769844,False,False,False,False,,IT - Hardware,Computers Hardware & Equipments,98.70192307692308,True,True,5160.27,94.36,1204982.0,1.8285
HFCL.NS,2026-07-10,217.25,215.21666463216147,194.0283326043023,179.536199798584,108.48613334655762,100.01580018997193,214.60210517604895,59.81999969482422,229.5,True,True,True,True,True,True,True,True,False,161.83839933470514,noise,30.38531560874104,False,False,False,False,,Telecom - Services,Telecom - Infrastructure,98.60576923076924,True,True,33244.98,1167.42,53736176.0,3.5116
NGLFINE.NS,2026-07-10,3193.60009765625,3106.3333333333335,2935.9944593641494,2774.7800146484374,2198.039332682292,2009.885,3139.309423509484,1173.8127642927202,3329.0,True,True,True,True,True,True,True,True,False,157.4618146776813,noise,24.658426443286974,False,False,False,False,,Pharmaceuticals & Biotechnology,Pharmaceuticals,98.50961538461539,True,True,1973.01,5.98,18726.0,0.3031
JAYBARMARU.NS,2026-07-10,187.77000427246094,175.88583628336588,151.11666700575086,134.85059997558594,106.3530665588379,103.46305004119873,178.42438879810567,70.42001244022823,194.39999389648438,True,True,True,True,True,True,True,True,False,146.02803621536086,noise,59.68236475428349,False,False,True,False,,Auto Components,Auto Components & Equipments,98.3173076923077,True,True,2032.61,26.74,1423914.0,1.3154
PAISALO.NS,2026-07-10,73.23999786376953,67.5308329264323,59.734444088406036,56.41919960021973,43.13099979400635,41.67964978218079,69.19609363447546,29.783536082586807,74.9000015258789,True,True,True,True,True,True,True,True,False,140.82661188533677,green,113.55130381864707,False,False,True,False,,Finance,Non Banking Financial Company (NBFC),98.22115384615384,True,True,6661.34,108.74,14847682.0,1.6325
SENORES.NS,2026-07-10,1417.800048828125,1349.2666727701824,1226.2444424099392,1159.652998046875,923.9303332519531,882.0422506713867,1368.0273000111097,570.0999755859375,1487.9000244140625,True,True,True,True,True,True,True,True,False,139.95939873266693,noise,39.601698903831974,False,True,False,False,,Pharmaceuticals & Biotechnology,Pharmaceuticals,98.07692307692307,True,True,6529.48,63.98,451270.0,0.9799
SKMEGGPROD.NS,2026-07-10,321.3500061035156,304.836664835612,253.85472064548068,233.14079956054687,197.77823262532553,195.39479949951172,304.84113644070067,130.93602549832727,325.04998779296875,True,True,True,True,True,True,True,True,False,139.68374028745666,noise,41.37337832230879,False,False,True,False,,Food Products,Meat Products including Poultry,98.02884615384615,True,True,1694.33,31.55,981766.0,1.862
UFBL.NS,2026-07-10,755.7999877929688,690.5833282470703,599.8694441053602,535.9409997558594,331.31946655273435,301.04514991760254,701.5841128238058,172.33999633789062,763.3499755859375,True,True,True,True,True,True,True,True,False,138.83708599717207,ppv,75.6021606405365,False,False,True,False,,Leisure Services,Restaurants,97.9326923076923,True,True,2954.15,30.37,401826.0,1.028
SYRMA.NS,2026-07-10,1451.9000244140625,1403.9750061035156,1278.1819559733074,1211.8500073242187,934.146669514974,905.9310021972656,1399.6367540101742,607.6751239105713,1517.699951171875,True,True,True,True,True,True,True,True,False,136.46063079945557,noise,80.1612094306175,False,False,True,False,,Industrial Manufacturing,Industrial Products,97.83653846153845,True,True,27967.22,226.93,1562998.0,0.8114
SANSERA.NS,2026-07-10,3304.0,3179.125,3009.7833455403647,2862.2100146484377,2305.67466796875,2109.5259991455077,3171.6015374504377,1213.621511341324,3339.0,True,True,True,True,True,True,True,True,False,136.41955978832763,green,101.1631625265609,False,False,True,False,,Auto Components,Auto Components & Equipments,97.78846153846153,True,True,20618.14,100.33,303675.0,0.4866
SAKAR.NS,2026-07-10,824.5,822.0999959309896,812.018052842882,767.0199987792969,575.2666654459636,524.1854995727539,819.3059334086471,311.0,889.9500122070312,True,True,True,True,True,True,True,True,False,135.43688499718613,noise,40.136060792057236,False,False,False,False,,Pharmaceuticals & Biotechnology,Pharmaceuticals,97.6923076923077,True,True,1809.77,15.24,184863.0,0.8422
RISHABH.NS,2026-07-10,662.0999755859375,617.7333272298177,568.1861106024849,549.0679998779297,455.06666585286456,441.5697496032715,631.6626505083132,272.29998779296875,692.7999877929688,True,True,True,True,True,True,True,True,False,132.51974559646618,ppv,182.58678829219056,False,False,True,False,,Electrical Equipment,Other Electrical Equipment,97.64423076923077,True,True,2559.81,17.0,256706.0,0.664
