,Portfolio Size ,1000000,,,,,,
,Portfolio wise Risk per Trade ,0.50%,,,,,,
,,,,,,,,
S.No.,Stock Name,Entry Price,Stoploss Price,% Loss (if SL hit),Qty to be bought,Allocation as per portfolio,Current Market price ,Profit %

