symbol,date,close,MA12,MA36,MA50,MA150,MA200,EMA10,52w_low,52w_high,cond1_price_above_150_200,cond2_ma150_above_ma200,cond3_ma200_trending_up_1m,cond4_ma50_above_150_200,cond5_price_above_ma50,cond6_30pct_above_52w_low,cond7_within_25pct_52w_high,cond9_price_above_ema10,fresh_ma12_cross_today,12m_return_pct,volume_signal,relative_volume,bull_snort,inside_bar,is_52w_high,is_52w_low,industry_group,industry,rs_percentile,cond8_rs_at_least_70,all_conditions_met,total_market_cap_cr,traded_value_cr,traded_volume,traded_val_pct_mc,price_band
AUROPHARMA.NS,2026-08-14,1622.0999755859375,1618.8666687011719,1579.036105685764,1546.4899975585938,1386.183329264323,1337.169496459961,1627.7329816371596,1016.0999755859375,1682.4000244140625,True,True,True,True,True,True,True,False,False,55.65684805566622,noise,67.7479969138278,False,False,False,False,Pharmaceuticals & Biotechnology,Pharmaceuticals,75.0,True,True,93332.05,198.48,1223624.0,0.2127,—
NIFTYSMLCAP250.NS,2026-08-14,18278.80078125,18205.629557291668,17996.28759765625,17785.7230078125,16614.548326822918,16660.471259765625,18244.50139877725,14143.4501953125,18427.849609375,True,False,True,True,True,False,True,True,False,7.684205512006903,dry,,False,False,False,False,Index,Index,25.0,False,False,,,,,—
