symbol,close,MA12,MA36,MA50,MA150,MA200,EMA10,52w_low,52w_high,cond1_price_above_150_200,cond2_ma150_above_ma200,cond3_ma200_trending_up_1m,cond4_ma50_above_150_200,cond5_price_above_ma50,cond6_30pct_above_52w_low,cond7_within_25pct_52w_high,cond9_price_above_ema10,fresh_ma12_cross_today,12m_return_pct,volume_signal,relative_volume,bull_snort,industry_group,industry,rs_percentile,cond8_rs_at_least_70,all_conditions_met,total_market_cap_cr,traded_value_cr,traded_volume,traded_val_pct_mc
STLTECH.NS,463.20001220703125,414.08333079020184,315.67860921223956,279.17599884033206,171.975266011556,159.31969932556152,415.7665586291619,67.55000305175781,463.20001220703125,True,True,True,True,True,True,True,True,False,577.5892452769964,dry,2.048121371405356,False,Telecom -  Equipment & Accessories,Telecom -  Equipment & Accessories,100.0,True,True,22611.93,351.81,7595197,1.5559
CUPID.NS,124.69000244140625,122.45833396911621,112.30861112806532,103.58000015258789,84.74124013264974,73.26302008628845,121.35887253828828,17.68000030517578,133.9199981689453,True,True,True,True,True,True,True,True,False,541.6735669658824,noise,76.14447105153089,False,Personal Products,Personal Care,99.95056846267919,True,True,16766.57,239.49,19206597,1.4284
MTARTECH.NS,7951.0,7181.291666666667,5808.283345540364,5167.13201171875,3560.6426627604164,3082.5984967041018,7382.952802799747,1390.5,8449.5,True,True,True,True,True,True,True,True,False,382.7858329062096,red,245.76012586431202,False,Aerospace & Defense,Aerospace & Defense,99.85170538803757,True,True,24456.95,777.58,977971,3.1794
VMARCIND.NS,1121.9000244140625,1100.4041646321614,929.2208336724175,854.4420007324219,722.154667561849,655.8895008850097,1091.1020348628886,271.3500061035156,1260.0,True,True,True,True,True,True,True,True,False,261.08785977983734,noise,51.86958504331965,False,Industrial Products,Cables - Electricals,99.6045477014335,True,True,441.28,0.76,41829,0.1713
VENUSREM.NS,1136.1500244140625,994.7791748046875,980.0944468180338,948.9610034179688,767.9676670328776,693.3392500305176,1025.9996242288178,331.5,1136.1500244140625,True,True,True,True,True,True,True,True,False,236.53732342223174,noise,80.2001732043815,False,Pharmaceuticals & Biotechnology,Pharmaceuticals,99.45625308947108,True,True,1520.47,6.42,56469,0.422
HOACFOODS.NS,532.4500122070312,491.4750035603841,444.28472391764325,418.52600158691405,356.66500071207685,322.5675003814697,493.5476584353289,149.64999389648438,540.5499877929688,True,True,True,True,True,True,True,True,False,234.03389748735407,noise,87.97653958944281,False,Food Products,Other Food Products,99.40682155215028,True,True,56.3,0.07,4887,0.1272
BAJAJCON.NS,561.7999877929688,541.0583343505859,476.6291681925456,441.4490014648438,347.5354677327474,319.5595504760742,541.0554717908674,168.25,581.0,True,True,True,True,True,True,True,True,False,226.34330973649935,noise,68.18435513988746,False,Personal Products,Personal Care,99.30795847750865,True,True,7338.14,77.28,1375564,1.0531
UNIHEALTH.NS,460.8500061035156,448.4874979654948,453.74027845594617,428.3120001220703,321.5456673177083,282.4092505645752,452.93117410799664,133.64999389648438,529.7999877929688,True,True,True,True,True,True,True,True,False,200.61969793172244,noise,72.72139625080801,False,Healthcare Services,Hospital,99.11023232822541,True,True,186.34,0.36,29650,0.1925
UCL.NS,155.75,143.78749974568686,119.06666670905219,105.88199981689453,69.81966674804687,63.70600021362305,146.00299877056062,38.0,155.75,True,True,True,True,True,True,True,True,False,199.51923076923075,dry,5.747126436781609,False,Chemicals & Petrochemicals,Dyes And Pigments,99.06080079090461,True,True,67.03,0.17,29233,0.2602
ROSSTECH.NS,1018.8499755859375,904.5208333333334,910.4236145019531,849.802001953125,733.4983349609375,720.2848962402344,931.3315313401355,344.7552795410156,1080.0,True,True,True,True,True,True,True,True,False,195.52846208544418,ppv,683.8872324746,False,Aerospace & Defense,Aerospace & Defense,99.0113692535838,True,True,3855.36,11.03,108280,0.2862
ATHERENERG.NS,921.4000244140625,921.8833312988281,893.0555538601345,851.8739978027344,738.9773323567708,680.938249206543,912.3704457277629,301.0,989.4000244140625,True,True,True,True,True,True,True,True,False,193.439498221039,noise,79.61205236315301,False,Automobiles,2/3 Wheelers,98.96193771626297,True,True,35288.01,378.41,4106955,1.0724
MIRCELECTR.NS,41.31999969482422,41.67249997456869,35.323055585225426,32.438399925231934,29.630266609191896,28.6623499584198,39.985687607641545,13.100000381469727,49.22999954223633,True,True,True,True,True,True,True,True,False,190.57664499930286,noise,30.14490930031879,False,Consumer Durables,Consumer Electronics,98.91250617894217,True,True,1526.33,10.14,2454683,0.6645
OLIL.NS,460.1499938964844,459.25416564941406,378.7333340115017,360.83700073242187,322.8740000406901,304.8097499847412,451.6107626211963,163.0,479.8999938964844,True,True,True,True,True,True,True,True,False,174.38879085877502,noise,24.72624514305899,False,Transport Services,Logistics Solution Provider,98.71478002965893,True,True,32.24,0.39,43146,1.1972
TDPOWERSYS.NS,1301.800048828125,1245.9000040690105,1106.040276421441,1029.7339978027344,841.4234944661458,767.4168965148925,1260.1232514566468,451.94684966011926,1361.0,True,True,True,True,True,True,True,True,False,164.32843725653385,noise,65.24821542732613,False,Electrical Equipment,Heavy Electrical Equipment,98.6159169550173,True,True,20337.82,176.34,1354567,0.867
GAYAPROJ.NS,17.639999389648438,17.926666577657063,17.908055543899536,16.683999938964845,13.44539992014567,12.474499926567077,17.558322824837667,6.349999904632568,20.700000762939453,True,True,True,True,True,True,True,True,False,163.67711866623588,noise,28.45105050688356,False,Construction,Civil Construction,98.5664854176965,True,True,819.02,0.63,357306,0.077
SBC.NS,38.83000183105469,35.26750055948893,33.76277812321981,33.084000205993654,29.634266688028973,27.315200004577637,36.11792861917388,14.210000038146973,39.59000015258789,True,True,True,True,True,True,True,True,False,163.25424970206566,ppv,128.81906062446797,False,Textiles & Apparels,Garments & Apparels,98.51705388037568,True,True,1849.05,45.35,11678691,2.4525
BLISSGVS.NS,317.54998779296875,286.2958272298177,269.73083284166125,253.4575988769531,200.2940902709961,190.00404426574707,292.1819596743471,117.7448072129227,329.20001220703125,True,True,True,True,True,True,True,True,False,162.67566101199446,ppv,483.0985381965186,False,Pharmaceuticals & Biotechnology,Pharmaceuticals,98.46762234305487,True,True,3359.33,57.71,1817322,1.7179
KESORAMIND.NS,13.220000267028809,12.545833349227905,11.093055619133843,10.265400037765502,8.886799993515014,8.015999991893768,12.43666931320561,4.550000190734863,14.260000228881836,True,True,True,True,True,True,True,True,False,161.2648303661214,noise,64.46472189008513,False,Cement & Cement Products,Cement & Cement Products,98.26989619377161,True,True,410.7,2.61,1974905,0.6357
MCX.NS,3313.89990234375,3290.6916300455728,2965.8638780381943,2831.17599609375,2393.0719946289064,2193.286317138672,3286.1729628809726,1245.6426469050639,3480.0,True,True,True,True,True,True,True,True,False,161.0906856852024,noise,71.51502674433434,False,Capital Markets,Exchange and Data Platform,98.22046465645082,True,True,84343.42,1095.53,3305870,1.2989
GVT&D.NS,4774.7001953125,4523.574951171875,4343.0555419921875,4157.211987304688,3479.0879931640625,3328.8723132324217,4616.506208239774,1767.3617768738306,4962.39990234375,True,True,True,True,True,True,True,True,False,159.32172656602884,noise,69.65221021319155,False,Electrical Equipment,Heavy Electrical Equipment,98.17103311913,True,True,122254.54,342.56,717446,0.2802
PRECWIRE.NS,442.6000061035156,397.4916636149089,381.6736094156901,359.73399841308594,285.947238667806,260.1567590332031,404.46530146499134,168.08525400328446,467.5,True,True,True,True,True,True,True,True,False,157.55592357418604,ppv,588.9609291329471,False,Industrial Products,"Aluminium, Copper & Zinc Products",98.12160158180919,True,True,8091.08,42.32,956077,0.523
SHEETAL.NS,285.0,280.3375015258789,260.09722264607746,252.40900024414063,201.66933349609374,183.83215850830078,282.9283816290959,109.57594492121324,335.0,True,True,True,True,True,True,True,True,False,153.86241996870103,noise,21.436227224008576,False,Agricultural Food & other Products,Other Agricultural Products,97.97330696984676,True,True,67.53,0.05,8458,0.0738
SAKAR.NS,801.0,687.1499989827474,627.9541659884983,599.56,476.0089994303385,442.5729998779297,732.1432351201012,306.0,837.75,True,True,True,True,True,True,True,True,False,153.6817102137767,green,139.46264940876264,False,Pharmaceuticals & Biotechnology,Pharmaceuticals,97.92387543252595,True,True,1758.19,14.31,178652,0.8139
AEROFLEX.NS,414.3500061035156,386.59166717529297,326.58944363064234,302.6059997558594,226.5094669596354,214.9157502746582,384.8232491108319,158.0,458.70001220703125,True,True,True,True,True,True,True,True,False,147.88194123680432,noise,57.699270080513855,False,Industrial Products,Iron & Steel Products,97.87444389520515,True,True,5483.13,132.34,3193962,2.4136
IMFA.NS,1496.0999755859375,1466.3916625976562,1463.3722262912327,1396.0380004882813,1321.3528686523437,1233.1352868652343,1458.6702865257444,604.5566064858943,1679.9000244140625,True,True,True,True,True,True,True,True,False,145.44149295735443,green,131.62835728873648,False,Ferrous Metals,Ferro & Silica Manganese,97.82501235788433,True,True,8072.07,28.15,188172,0.3488
SANSERA.NS,2905.199951171875,2537.1833292643228,2451.77779812283,2356.3180078125,1975.33599609375,1822.7273278808593,2634.982608767102,1190.3727316947688,2950.0,True,True,True,True,True,True,True,True,False,138.09076389552354,green,113.28417555601095,False,Auto Components,Auto Components & Equipments,97.67671774592189,True,True,18108.71,79.83,274789,0.4408
ABSMARINE.NS,301.3500061035156,242.71250025431314,219.41666666666666,203.54600036621093,197.70533315022786,196.45549964904785,249.63462095314173,124.94999694824219,315.5,True,True,True,True,True,True,True,True,False,135.42969226837158,ppv,855.9590011994329,False,Transport Services,Shipping,97.62728620860108,True,True,807.7,2.75,83708,0.341
MWL.NS,370.1499938964844,360.12500254313153,315.63194529215497,301.22699951171876,272.5601994832357,256.5032497406006,362.5418095422824,149.82052979225023,377.0,True,True,True,True,True,True,True,True,False,133.7391480300242,green,120.71838490016474,False,Metals & Minerals Trading,Trading - Metals,97.57785467128028,True,True,1099.37,3.18,85873,0.2891
LAURUSLABS.NS,1356.300048828125,1313.9000142415364,1179.2161661783855,1127.83806640625,1051.393553873698,1006.2735583496094,1318.705850352919,583.4372683345716,1373.9000244140625,True,True,True,True,True,True,True,True,False,127.58070973172524,noise,78.51903987799727,False,Pharmaceuticals & Biotechnology,Pharmaceuticals,97.42956005931785,True,True,73238.4,269.79,1989135,0.3684
MCLEODRUSS.NS,73.91000366210938,64.80000019073486,54.79305553436279,49.24299987792969,49.09166659037272,46.611649894714354,67.65463163794416,28.5,73.91000366210938,True,True,True,True,True,True,True,True,False,126.16279979166242,noise,37.94322309685728,False,Agricultural Food & other Products,Tea & Coffee,97.38012852199704,True,True,772.03,4.92,665072,0.6367
WELINV.NS,1880.199951171875,1764.3250020345051,1522.013892279731,1454.4880004882812,1327.8066625976562,1247.064497680664,1789.3995815984813,800.25,1978.699951171875,True,True,True,True,True,True,True,True,False,124.64901412855002,noise,79.81537768771811,False,Finance,Investment Company,97.33069698467622,True,True,689.38,0.16,837,0.0228
DEEDEV.NS,549.9500122070312,493.6416651407878,423.51666683620874,384.38699981689456,280.3307997639974,279.698349609375,496.8325263472953,183.0,549.9500122070312,True,True,True,True,True,True,True,True,False,124.48772218066027,noise,65.37610773962815,False,Industrial Manufacturing,Industrial Products,97.28126544735541,True,True,3809.14,282.09,5129360,7.4056
SENORES.NS,1153.6500244140625,1039.8916625976562,926.7583329942491,877.0199975585938,821.1786678059896,790.9445007324218,1066.6490754432837,499.54998779296875,1194.4000244140625,True,True,True,True,True,True,True,True,False,124.07498866074977,noise,68.59883090348275,False,Pharmaceuticals & Biotechnology,Pharmaceuticals,97.23183391003461,True,True,5312.97,40.69,352696,0.7658
NGLFINE.NS,2858.89990234375,2386.7833251953125,2331.0888875325522,2289.40599609375,1857.210663248698,1744.762847290039,2500.420195275331,978.5933435058594,3005.0,True,True,True,True,True,True,True,True,False,122.69829018518391,ppv,789.9137107533927,False,Pharmaceuticals & Biotechnology,Pharmaceuticals,97.13297083539298,True,True,1766.24,2.82,9850,0.1594
WHEELS.NS,1633.5,1480.6500040690105,1221.9944474962022,1155.407000732422,958.4844779459636,915.4566348266602,1533.8784408231456,701.4852759742325,1744.0,True,True,True,True,True,True,True,True,False,120.69886377036659,noise,71.23677264552497,False,Auto Components,Auto Components & Equipments,97.08353929807217,True,True,3991.13,34.35,210286,0.8607
NORBTEAEXP.NS,83.79000091552734,80.8658332824707,76.73944473266602,80.21500015258789,78.18813336690268,69.58059999465942,80.71800453584568,30.5,99.3499984741211,True,True,True,True,True,True,True,True,False,119.40299536153174,noise,67.14202068057457,False,Agricultural Food & other Products,Tea & Coffee,96.98467622343054,True,True,130.24,0.05,6005,0.0386
NDLVENTURE.NS,129.8300018310547,123.71749941507976,122.49722205268012,120.45220001220703,102.43046676635743,97.64286813735961,125.37598557027653,58.66942737377918,140.0,True,True,True,True,True,True,True,True,False,116.73558628031944,noise,57.848836798014716,False,Finance,Other Financial Services,96.88581314878893,True,True,437.16,0.71,54932,0.1631
AGIIL.NS,382.8999938964844,382.1750005086263,368.9583341810438,350.085,295.8520001220703,281.35580001831056,382.6014156229539,162.5800018310547,434.3999938964844,True,True,True,True,True,True,True,True,False,115.87641903215041,noise,50.955780095706906,False,Realty,"Residential, Commercial Projects",96.83638161146811,True,True,4786.15,118.72,3100590,2.4805
POWERINDIA.NS,35635.0,33765.416666666664,31417.63888888889,29550.7,23281.326666666668,22301.914296875,34452.60674078692,15865.39941118005,36750.0,True,True,True,True,True,True,True,True,False,114.71798869469269,noise,99.90874404829943,False,Electrical Equipment,Heavy Electrical Equipment,96.7869500741473,True,True,158833.62,492.64,138246,0.3102
APEX.NS,461.8999938964844,458.87499745686847,451.90138753255206,426.6049993896484,344.2326667277018,315.5026265716553,454.602732920619,207.060547463678,514.5,True,True,True,True,True,True,True,True,False,112.46871076233265,noise,77.44808070956074,False,Food Products,Seafood,96.68808699950569,True,True,1443.44,41.06,888873,2.8444
ADANIPOWER.NS,233.3800048828125,220.6116689046224,207.64833407931857,191.78440063476563,161.82773366292318,154.1676501083374,222.22834002453507,105.41999816894531,234.60000610351562,True,True,True,True,True,True,True,True,False,111.68254411139458,ppv,147.47161009056973,False,Power,Integrated Power Utilities,96.63865546218487,True,True,450066.21,999.31,42819169,0.222
BBOX.NS,976.1500244140625,885.8666687011719,675.3097229003906,623.8430004882813,561.96,545.3062716674805,903.151866188032,435.04998779296875,999.4000244140625,True,True,True,True,True,True,True,True,False,111.50092435203942,green,121.51026561834854,False,IT - Services,IT Enabled Services,96.58922392486406,True,True,17326.2,91.08,933009,0.5257
AXISCADES.NS,2045.0,2052.5750122070312,1932.8861219618057,1789.4240063476564,1515.7820035807292,1503.0455029296875,2040.2793123497092,930.5,2211.0,True,True,True,True,True,True,True,True,False,111.20578363026077,noise,80.2721415610586,False,Aerospace & Defense,Aerospace & Defense,96.53979238754326,True,True,8697.59,31.96,156295,0.3675
NARMADA.NS,37.13999938964844,36.28000005086263,34.986111111111114,34.10680004119873,28.694933395385743,27.275000047683715,36.21876046021323,15.600000381469727,38.900001525878906,True,True,True,True,True,True,True,True,False,109.83049598174462,noise,74.22377402070292,False,Food Products,Animal Feed,96.44092931290163,True,True,140.9,1.12,300956,0.7933
THANGAMAYL.NS,3824.199951171875,3772.5916951497397,3929.1805487738716,3793.2979931640625,3438.2306713867188,3100.430005493164,3788.2329128412553,1750.0999755859375,4373.0,True,True,True,True,True,True,True,True,False,102.00719847627222,noise,56.613246909976844,False,Consumer Durables,"Gems, Jewellery And Watches",96.19377162629758,True,True,11886.39,50.88,133039,0.428
UNIVCABLES.NS,1165.9000244140625,1038.0583241780598,903.9694417317709,829.7379968261719,803.0463305664063,782.7333477783203,1033.162804105983,564.8529936386731,1234.0,True,True,True,True,True,True,True,True,False,101.92831912150781,ppv,1052.4615705848094,True,Industrial Products,Cables - Electricals,96.14434008897676,True,True,4045.13,19.25,165113,0.4759
ATALREAL.NS,29.989999771118164,28.694166660308838,26.62472210990058,25.464999923706056,25.195333302815754,23.892749977111816,28.73010569481657,14.640000343322754,30.100000381469727,True,True,True,True,True,True,True,True,False,101.68123740365851,green,145.40809876297075,False,Realty,"Residential, Commercial Projects",96.09490855165596,True,True,371.56,12.32,4108975,3.3165
SYRMA.NS,1057.25,1037.0333302815754,974.8986070421007,917.8359973144532,827.5259997558594,816.0533020019532,1028.0694065043995,499.0761959610563,1188.0,True,True,True,True,True,True,True,True,False,99.36138006725028,noise,63.67867702408622,False,Industrial Manufacturing,Industrial Products,96.04547701433515,True,True,20365.28,159.57,1509306,0.7835
ANANDRATHI.NS,3617.300048828125,3571.3968709309897,3544.0123426649307,3401.280146484375,3149.8798600260416,3072.6065979003906,3579.904304698647,1802.9633100976575,3727.6871364861736,True,True,True,True,True,True,True,True,False,98.27560723193665,noise,71.7388094786849,False,Capital Markets,Financial Products Distributor,95.99604547701433,True,True,30031.05,91.35,252549,0.3042
RISHABH.NS,549.9000244140625,505.7875061035156,477.13194529215497,451.5990008544922,416.00666646321616,409.8789996337891,512.930522787765,270.20001220703125,563.4000244140625,True,True,True,True,True,True,True,True,False,97.87694728014138,green,398.1612083939873,True,Electrical Equipment,Other Electrical Equipment,95.94661393969352,True,True,2119.99,8.51,154710,0.4013
AIMTRON.NS,1128.6500244140625,1101.9833272298176,1015.4555511474609,950.2839978027343,869.1673307291667,827.2657479858399,1099.79696493686,537.0,1239.9000244140625,True,True,True,True,True,True,True,True,False,95.62353766084341,noise,27.446462455950122,False,Industrial Manufacturing,Industrial Products,95.8477508650519,True,True,1113.17,2.94,53830,0.2637
SEAMECLTD.NS,1631.699951171875,1542.6000061035156,1537.4888916015625,1488.3680029296875,1205.7406660970053,1127.0017489624024,1572.1316623781609,752.5499877929688,1709.199951171875,True,True,True,True,True,True,True,True,False,95.41316780501496,ppv,155.35217261018516,False,Transport Services,Shipping,95.7983193277311,True,True,4163.12,15.36,94152,0.369
KIRLOSENG.NS,1702.800048828125,1663.1916605631511,1622.6166653103298,1559.63,1300.7241129557292,1203.1488073730468,1675.0420324667457,820.558352844598,1775.0,True,True,True,True,True,True,True,True,False,94.74422517577372,noise,94.55386622203041,False,Industrial Products,"Compressors, Pumps & Diesel Engines",95.7488877904103,True,True,24755.3,69.19,406324,0.2795
MBAPL.NS,544.5,541.0874888102213,534.8847164577908,512.3499963378906,453.00033284505207,445.66064193725583,539.6062555341912,275.2818754499525,585.0,True,True,True,True,True,True,True,True,False,92.6592184453455,noise,54.97356812659088,False,Fertilizers & Agrochemicals,Fertilizers,95.65002471576865,True,True,4771.29,16.24,298181,0.3403
HFCL.NS,162.83999633789062,146.69416681925455,115.63666725158691,103.13980041503906,80.9006670888265,78.99635732650756,145.71142440080757,59.81999969482422,163.02999877929688,True,True,True,True,True,True,True,True,False,91.55820646261208,ppv,194.77493766860195,False,Telecom - Services,Telecom - Infrastructure,95.50173010380622,True,True,24918.81,755.3,46382759,3.031
ACCENTMIC.NS,436.3999938964844,444.7166697184245,427.9388919406467,406.0150018310547,349.27433451334633,331.10286544799806,435.21054029130903,214.26999647098503,481.0,True,True,True,True,True,True,True,True,False,87.57888093891526,noise,99.66405375139978,False,Pharmaceuticals & Biotechnology,Pharmaceuticals,95.25457241720218,True,True,638.24,1.23,42866,0.1927
SJS.NS,2015.0,1963.3333231608074,1805.3527730305989,1748.7319946289062,1715.3893326822918,1629.6189990234375,1956.887673102744,1063.0001556549378,2033.9000244140625,True,True,True,True,True,True,True,True,False,87.31553563701986,noise,51.05059255409281,False,Auto Components,Auto Components & Equipments,95.20514087988137,True,True,6447.35,25.27,125422,0.392
GESHIP.NS,1648.5999755859375,1602.034423828125,1498.3409695095486,1475.0888525390626,1251.7135864257812,1181.129087524414,1628.1188486309634,879.4492977382407,1785.7401180778952,True,True,True,True,True,True,True,True,False,86.25379971539242,noise,69.77499717899734,False,Transport Services,Shipping,95.10627780523974,True,True,23536.59,202.43,1227870,0.8601
HARDWYN.NS,25.18000030517578,24.457499980926514,23.966944429609512,22.506000061035156,18.48060002009074,17.23760000228882,24.990353762100778,10.869999885559082,27.790000915527344,True,True,True,True,True,True,True,True,False,83.66156261936146,red,143.72378743748334,False,Consumer Durables,"Furniture, Home Furnishing",94.9579831932773,True,True,1229.88,7.1,2819243,0.5772
CUMMINSIND.NS,5382.0,5320.625,5177.0388590494795,5020.98,4572.802788085937,4399.038861083985,5338.53880802883,2875.2792251600035,5470.5,True,True,True,True,True,True,True,True,False,83.08139922612182,noise,41.9479254337633,False,Industrial Products,"Compressors, Pumps & Diesel Engines",94.85912011863569,True,True,149189.04,377.47,701363,0.253
UNIPARTS.NS,559.5,547.4125010172526,524.9861111111111,504.80700134277345,483.3038993326823,457.8415966796875,547.9179116907854,305.37828750644206,581.9500122070312,True,True,True,True,True,True,True,True,False,82.0020297126665,red,163.6030796826984,False,Auto Components,Auto Components & Equipments,94.76025704399407,True,True,2523.41,4.96,88677,0.1966
RPTECH.NS,547.4000244140625,531.3541666666666,475.42916700575086,439.47200073242186,379.1279998779297,359.7930584716797,532.8068290968205,274.03069500955513,560.0,True,True,True,True,True,True,True,True,False,81.53898003519005,noise,35.69276386408238,False,IT - Hardware,Computers Hardware & Equipments,94.71082550667326,True,True,3607.35,11.12,203090,0.3082
BSE.NS,4291.2001953125,4067.1916707356772,3658.077785915799,3429.00201171875,2962.9420084635417,2790.946502685547,4112.534421914732,2021.5,4303.0,True,True,True,True,True,True,True,True,False,76.22998748716631,noise,64.91009571661999,False,Capital Markets,Exchange and Data Platform,94.4142362827484,True,True,174278.12,1857.52,4328677,1.0658
AVALON.NS,1511.199951171875,1373.9499918619792,1171.3194427490234,1102.8889990234375,1017.4930021158854,1002.6972512817383,1392.7212366931349,777.2999877929688,1534.699951171875,True,True,True,True,True,True,True,True,False,74.25194017548284,green,125.19598734972226,False,Electrical Equipment,Other Electrical Equipment,94.11764705882352,True,True,10092.96,63.01,416977,0.6243
NAVINFLUOR.NS,7445.5,7048.583333333333,6636.013888888889,6506.42,6121.059202473958,5792.3806665039065,7094.832841987406,4214.424098836464,7460.0,True,True,True,True,True,True,True,True,False,72.93815178365763,green,161.29191364114476,False,Chemicals & Petrochemicals,Specialty Chemicals,94.01878398418191,True,True,38184.96,165.86,222771,0.4344
PARIN.NS,669.4000244140625,653.6833343505859,637.4208306206597,640.4659973144531,618.0623347981771,578.69,658.5163991665755,311.6499938964844,725.0,True,True,True,True,True,True,True,True,False,72.52577948816044,green,241.24333101368595,False,Consumer Durables,"Furniture, Home Furnishing",93.9693524468611,True,True,257.33,0.43,18425,0.1657
SOUTHWEST.NS,245.47999572753906,238.6241658528646,236.25083245171442,226.79519927978515,198.9851331583659,183.49919979095458,244.24639999468403,121.0,273.239990234375,True,True,True,True,True,True,True,True,False,72.07345396468594,red,108.75917188469948,False,Commercial Services & Supplies,Diversified Commercial Services,93.87048937221948,True,True,732.27,8.48,345356,1.1577
STAR.NS,1188.0999755859375,1155.6249898274739,1069.669445461697,1026.0380004882813,933.1223319498698,913.5777481079101,1151.3240727423852,676.9404116010173,1231.0,True,True,True,True,True,True,True,True,False,71.5865041179005,noise,75.53789557286416,False,Pharmaceuticals & Biotechnology,Pharmaceuticals,93.77162629757785,True,True,10951.04,37.39,314729,0.3415
