symbol,close,MA12,MA36,MA50,MA150,MA200,EMA10,52w_low,52w_high,cond1_price_above_150_200,cond2_ma150_above_ma200,cond3_ma200_trending_up_1m,cond4_ma50_above_150_200,cond5_price_above_ma50,cond6_30pct_above_52w_low,cond7_within_25pct_52w_high,cond9_price_above_ema10,fresh_ma12_cross_today,12m_return_pct,volume_signal,relative_volume,bull_snort,industry_group,industry,rs_percentile,cond8_rs_at_least_70,all_conditions_met
LICI.NS,837.3499755859375,801.5333353678385,803.2500050862631,793.7920043945312,841.5270031738281,853.4745016479492,808.2965953017299,721.5,967.1755548172945,False,False,False,False,True,False,True,True,False,-0.6262603127527688,ppv,249.61968988202398,False,Insurance,Life Insurance,59.713297083539295,False,False
GAIL.NS,168.6699981689453,161.22666676839194,159.74888865152994,155.17519989013672,163.03419830322267,164.92918380737305,161.39503773360144,134.36000061035156,195.532374493087,True,False,False,False,True,False,True,True,False,-8.240368999003456,ppv,281.5567255139231,False,Gas,Gas Transmission/Marketing,50.12357884330203,False,False
WIPRO.NS,206.83999633789062,195.36750030517578,199.97305467393664,197.94279937744142,224.36212748209635,228.4298575592041,198.5491157227921,186.5,266.2266963670133,False,False,False,False,True,False,True,True,False,-13.77586579444301,ppv,313.4836584411067,False,IT - Software,Computers - Software & Consulting,41.720217498764214,False,False
INDIGO.NS,4501.89990234375,4332.4250081380205,4420.530571831598,4357.758022460937,4923.730675455729,5138.274403076171,4370.846676413669,3895.199951171875,6232.5,False,False,False,False,True,False,False,True,False,-17.135100054258277,ppv,152.5199264363088,False,Transport Services,Airline,36.77706376668314,False,False
ASHOKLEY.NS,164.0800018310547,156.63500213623047,164.17305628458658,165.5072006225586,170.95884450276694,161.13604164123535,157.68010571290478,114.18559764882286,215.4199981689453,False,True,True,False,False,True,True,True,False,37.45446954842868,ppv,119.44752333380923,False,"Agricultural, Commercial & Construction Vehicles",Commercial Vehicles,86.75234799802274,True,False
ADANIPOWER.NS,233.3800048828125,220.6116689046224,207.64833407931857,191.78440063476563,161.82773366292318,154.1676501083374,222.22834002453507,105.41999816894531,234.60000610351562,True,True,True,True,True,True,True,True,False,111.68254411139458,ppv,147.47161009056973,False,Power,Integrated Power Utilities,96.63865546218487,True,True
TATACAP.NS,,,,,,,,,,False,False,False,False,False,False,False,False,False,,ppv,182.21108550107903,False,Finance,Non Banking Financial Company (NBFC),,False,False
ZYDUSLIFE.NS,1072.949951171875,997.4583231608073,942.5638851589626,928.0319995117187,926.1573343912761,943.8912506103516,1015.0927758187859,835.5,1093.6500244140625,True,False,False,False,True,False,True,True,False,21.985152395290687,ppv,189.88061055239334,False,Pharmaceuticals & Biotechnology,Pharmaceuticals,80.27681660899654,True,False
NFL.NS,77.54000091552734,75.4966672261556,75.83222283257379,74.06460021972656,81.63453328450521,84.86322010040283,75.85720855142438,63.349998474121094,110.42103492634882,False,False,False,False,True,False,False,True,False,-18.370050382784342,ppv,61.00493294465926,False,Fertilizers & Agrochemicals,Fertilizers,35.04695996045477,False,False
EICHERMOT.NS,7414.0,7048.625,7096.513888888889,7033.59,7191.926666666666,7007.6025,7065.9738518207705,5152.687234561904,8230.0,True,True,True,False,True,True,True,True,False,38.84514685302407,ppv,221.18326089107728,False,Automobiles,2/3 Wheelers,87.14780029658922,True,False
RVNL.NS,272.45001220703125,280.92916615804035,288.04222191704645,281.75859985351565,309.37109517415365,316.1908155822754,277.83044537418647,248.0,439.11873690488454,False,False,False,False,False,False,False,False,False,-33.325068337450524,ppv,97.55121110279049,False,Construction,Civil Construction,16.01581809194266,False,False
STARHEALTH.NS,525.6500244140625,514.5833384195963,504.7027808295356,491.5160021972656,476.88066752115884,469.6835006713867,518.0014295330403,412.6000061035156,586.25,True,True,True,True,True,False,True,True,False,20.2035305482152,ppv,166.3947170983737,False,Insurance,General Insurance,79.1893227879387,True,False
RAIN.NS,178.97999572753906,157.4283332824707,136.77277755737305,129.5852000427246,132.05613311767578,134.37536827087402,157.12782195542513,99.9000015258789,183.0,True,False,False,False,True,True,True,True,False,23.662591507118826,ppv,530.0702119791987,True,Chemicals & Petrochemicals,Petrochemicals,81.16658428077113,True,False
SUZLON.NS,53.9900016784668,53.295000076293945,51.81166670057509,48.85620002746582,50.267799911499026,52.26759992599487,53.470268533764084,38.189998626708984,74.30000305175781,True,False,False,False,True,True,False,True,False,-11.896209605168862,ppv,138.00432458622618,False,Electrical Equipment,Heavy Electrical Equipment,44.73554127533366,False,False
JKTYRE.NS,386.45001220703125,377.8958333333333,400.59305657280817,403.4870001220703,457.0520011393229,430.335750579834,376.9231739254344,311.0,611.9000244140625,False,True,True,False,False,False,False,True,False,-0.9216112842633017,ppv,235.80216736776967,False,Auto Components,Tyres & Rubber Products,59.218981710331185,False,False
PRESTIGE.NS,1401.4000244140625,1391.7583414713542,1372.1527777777778,1331.6960009765626,1505.3053295898437,1525.5741961669921,1389.6135211502033,1090.0,1811.9144478464436,False,False,False,False,True,False,True,True,False,-2.065257133244258,ppv,126.34303143298528,False,Realty,"Residential, Commercial Projects",57.58774097874444,False,False
IIFL.NS,481.8999938964844,462.0750020345052,454.43611314561633,457.3000018310547,518.0659434000651,500.4728157043457,464.2454121904255,398.0051035855323,670.042216249161,False,True,False,False,True,False,False,True,False,17.503488442005843,ppv,127.66643664607697,False,Finance,Non Banking Financial Company (NBFC),77.75580820563519,True,False
ARE&M.NS,883.4000244140625,837.937510172526,820.6166737874349,801.9900061035156,877.0331384277343,904.504672241211,839.7060003037813,670.0,1082.0016742927928,False,False,False,False,True,True,True,True,False,-13.667507287959346,ppv,426.22698680748846,True,Auto Components,Auto Components & Equipments,41.96737518536827,False,False
TORNTPHARM.NS,4572.60009765625,4433.0167236328125,4253.586147732205,4262.076030273438,4005.8391731770835,3896.141279296875,4445.722406326846,3075.0328854559925,4712.89990234375,True,True,True,True,True,True,True,True,False,40.246298155687924,ppv,280.5390215121356,False,Pharmaceuticals & Biotechnology,Pharmaceuticals,87.59268413247652,True,True
NBCC.NS,96.79000091552734,94.63500022888184,92.52916653951009,89.89579971313476,101.56362681070964,102.88143577575684,94.3847070183115,77.18000030517578,129.855423317153,False,False,False,False,True,False,False,True,False,-13.947951721975793,ppv,285.5858442877394,False,Construction,Civil Construction,41.47305981216016,False,False
CHAMBLFERT.NS,463.45001220703125,447.0375010172526,449.0027770996094,442.8189996337891,450.0703084309896,470.1634239196777,450.408367689044,399.75,598.6084089781749,False,False,False,False,True,False,True,True,False,-21.68768701003011,ppv,158.72396267285143,False,Fertilizers & Agrochemicals,Fertilizers,29.856648541769648,False,False
FORTIS.NS,970.3499755859375,963.7333374023438,919.7847239176432,893.0410021972656,914.3686669921875,924.8680023193359,962.9563970193418,666.4118571454201,1104.300048828125,True,False,True,False,True,True,True,True,False,44.55734115546115,ppv,117.80868583487994,False,Healthcare Services,Hospital,88.97676717745921,True,False
BCG.NS,10.890000343322754,9.695000092188517,9.594166649712456,9.390399990081788,10.804733327229817,11.88470001220703,10.012799811094586,7.96999979019165,22.0,False,False,False,False,True,True,False,True,False,6.243905788514681,ppv,294.7867811752842,False,IT - Services,IT Enabled Services,67.57291151754819,False,False
NH.NS,1940.0,1868.0916646321614,1802.5083312988281,1762.9219970703125,1817.2713313802083,1808.7334997558594,1878.9128562988315,1589.0,2364.630916434966,True,True,False,False,True,False,True,True,False,11.647757888204158,ppv,473.17183420317986,False,Healthcare Services,Hospital,72.31833910034602,True,False
SPARC.NS,232.99000549316406,179.9291648864746,155.62916564941406,145.10839920043946,137.67499989827473,138.33540016174317,187.9190812536643,108.0,239.39999389648438,True,False,False,True,True,True,True,True,False,40.54168609528339,ppv,1078.6018177708752,True,Pharmaceuticals & Biotechnology,Pharmaceuticals,87.64211566979732,True,False
HFCL.NS,162.83999633789062,146.69416681925455,115.63666725158691,103.13980041503906,80.9006670888265,78.99635732650756,145.71142440080757,59.81999969482422,163.02999877929688,True,True,True,True,True,True,True,True,False,91.55820646261208,ppv,194.77493766860195,False,Telecom - Services,Telecom - Infrastructure,95.50173010380622,True,True
TRANSRAILL.NS,510.45001220703125,518.7541631062826,551.5222218831381,535.1090002441406,571.3630006917318,619.9257463073731,516.8663180868078,450.04998779296875,854.9201897640684,False,False,False,False,False,False,False,False,False,-9.103385282818433,ppv,142.39489736166485,False,Electrical Equipment,Heavy Electrical Equipment,48.69006426099852,False,False
RAILTEL.NS,328.54998779296875,324.2875010172526,318.44944339328345,304.6374508666992,329.02228810628253,337.81844230651853,323.85880370608066,245.0,474.823639111556,False,False,False,False,True,True,False,True,False,-12.373035257439147,ppv,44.46353225640925,False,Telecom - Services,Other Telecom Services,43.79634206623826,False,False
FINCABLES.NS,1068.9000244140625,1067.6916758219402,982.4708336724175,943.0490014648437,836.1180029296875,834.9840130615235,1051.3685288513948,700.7999877929688,1172.800048828125,True,True,True,True,True,True,True,True,False,13.923973394409007,ppv,244.70808214367653,False,Industrial Products,Cables - Electricals,74.39446366782006,True,True
JKIL.NS,508.3999938964844,493.77916717529297,497.47083367241754,492.56099975585937,549.326000773112,573.30867477417,493.5217827760705,425.0,760.8729290515283,False,False,False,False,True,False,False,True,False,-28.338097816614027,ppv,98.38683310241035,False,Construction,Civil Construction,20.958971824023727,False,False
TIMETECHNO.NS,178.07000732421875,176.99833297729492,182.89555570814343,177.44640045166017,187.8509331258138,198.0855916595459,176.79375028553048,154.0,249.14999389648438,False,False,False,False,True,False,False,True,False,-2.8714601961780772,ppv,135.69821887431277,False,Industrial Products,Plastic Products - Industrial,56.9451309935739,False,False
MINDACORP.NS,585.3499755859375,530.9958318074545,525.1402799818251,518.7510015869141,557.8054162597656,549.0036537170411,541.7800302629154,443.7837866650364,619.3218146167902,True,True,False,False,True,True,True,True,False,17.087875602096947,ppv,586.1274708632211,False,Auto Components,Auto Components & Equipments,77.31092436974791,True,False
ATGL.NS,659.1500244140625,622.8541564941406,611.9527740478516,590.9909985351562,577.0763340250651,587.9332493591309,632.9306685623199,462.79998779296875,798.0,True,False,False,True,True,True,True,True,False,-0.5962011128756051,ppv,45.81791825015408,False,Gas,LPG/CNG/PNG/LNG Supplier,59.76272862086011,False,False
CENTURYPLY.NS,778.0499877929688,771.7208353678385,768.6277821858724,742.99900390625,765.467001546224,767.8282907104492,772.2385705541573,618.5,859.0,True,False,True,False,True,False,True,True,False,5.603345687551209,ppv,2050.5191547934965,False,Consumer Durables,Plywood Boards/ Laminates,66.83143845773604,False,False
WABAG.NS,1452.800048828125,1410.4166666666667,1419.7888963487412,1364.5000048828124,1315.7566682942709,1364.0117907714844,1420.8179625615282,1033.0,1675.687625771844,True,False,False,True,True,True,True,True,False,3.359267513561548,ppv,80.38405718783434,False,Other Utilities,Water Supply & Management,64.11270390509145,False,False
