symbol,close,MA12,MA36,MA50,MA150,MA200,EMA10,52w_low,52w_high,cond1_price_above_150_200,cond2_ma150_above_ma200,cond3_ma200_trending_up_1m,cond4_ma50_above_150_200,cond5_price_above_ma50,cond6_30pct_above_52w_low,cond7_within_25pct_52w_high,cond9_price_above_ema10,fresh_ma12_cross_today,12m_return_pct,volume_signal,relative_volume,bull_snort,industry_group,industry,rs_percentile,cond8_rs_at_least_70,all_conditions_met
LICI.NS,812.9500122070312,799.3500061035156,800.7125057644314,793.4730053710938,841.9580033365885,853.7627517700196,801.840288571906,721.5,967.1755548172945,False,False,False,False,True,False,True,True,False,-3.1703955573765707,ppv,988.2511469813174,False,Insurance,Life Insurance,56.81818181818182,False,False
GAIL.NS,160.77000427246094,161.10916646321616,158.97111087375217,154.80759979248046,163.04352447509766,164.94243896484375,159.7783798590806,134.36000061035156,195.532374493087,False,False,False,False,True,False,True,True,False,-12.748646808681197,ppv,151.764206183757,False,Gas,Gas Transmission/Marketing,44.36758893280632,False,False
BANKBARODA.NS,265.3999938964844,263.64583079020184,268.28666517469617,270.5633990478516,284.87080078125,275.0673008728027,263.78961788586196,227.29672281076213,325.5,False,True,True,False,False,False,True,True,False,16.121661250561225,ppv,174.84638428827043,False,Banks,Public Sector Bank,76.7292490118577,True,False
WIPRO.NS,203.11000061035156,194.5775006612142,199.53805457221137,197.8245993041992,224.59764628092447,228.60591178894043,196.70669780832577,186.5,266.2266963670133,False,False,False,False,True,False,True,True,False,-14.920500208783583,ppv,183.6110819330628,False,IT - Software,Computers - Software & Consulting,40.8596837944664,False,False
DIXON.NS,11722.0,10981.0,10941.777777777777,10770.86,12206.893333333333,13455.049584960938,11142.934722751545,9600.0,18471.0,False,False,False,False,True,False,False,True,False,-29.209123027443084,ppv,179.47595568603404,False,Consumer Durables,Consumer Electronics,21.541501976284586,False,False
ASIANPAINT.NS,2639.800048828125,2591.61669921875,2465.783352322049,2395.5880078125,2558.68365234375,2535.609931640625,2592.2003416959187,2115.0,2985.699951171875,True,True,False,False,True,False,True,True,False,16.235982903584834,ppv,126.12014673309604,False,Consumer Durables,Paints,76.77865612648222,True,False
NFL.NS,76.37000274658203,75.59916687011719,75.6072228749593,74.09560012817383,81.7347332763672,84.95622562408447,75.48325469273485,63.349998474121094,110.42103492634882,False,False,False,False,True,False,False,True,False,-20.401703074849586,ppv,84.19478499234752,False,Fertilizers & Agrochemicals,Fertilizers,33.05335968379446,False,False
APOLLOHOSP.NS,8362.5,8086.708333333333,7765.958333333333,7687.4,7474.019251302083,7515.8080859375,8114.473100239085,6687.621668232306,8440.5,True,False,True,True,True,False,True,True,False,21.30092522552691,ppv,128.39906004894328,False,Healthcare Services,Hospital,80.03952569169961,True,False
VBL.NS,539.4500122070312,508.8999964396159,481.3140063815647,459.50081115722656,465.0563155110677,468.6936347961426,514.639050900952,380.1610286866822,541.4000244140625,True,False,True,False,True,True,True,True,False,12.67088874737241,ppv,249.11669524459964,False,Beverages,Other Beverages,74.01185770750988,True,False
TATACOMM.NS,1964.0,1678.5833435058594,1573.2777743869358,1532.652001953125,1683.439335123698,1672.909501953125,1742.1438577242006,1322.5,2004.0,True,True,False,False,True,True,True,True,False,21.967732285892794,ppv,450.3550807145233,True,Telecom - Services,Telecom - Cellular & Fixed line services,80.48418972332016,True,False
RCF.NS,130.77999877929688,126.00666681925456,126.91833368937175,124.1302001953125,133.67620020548503,137.39833339691162,126.31246258924878,106.0,163.74799804590702,False,False,False,False,True,False,True,True,False,-11.981779357325529,ppv,514.0498924459897,False,Fertilizers & Agrochemicals,Fertilizers,45.405138339920946,False,False
TRENT.NS,4296.5,4146.249979654948,4095.4971923828125,3932.231982421875,4112.910651041667,4371.818989257812,4155.08173309391,3275.5,6261.0,False,False,False,False,True,True,False,True,False,-21.08960375990636,ppv,93.34178940885292,False,Retailing,Speciality Retail,31.57114624505929,False,False
RVNL.NS,271.1000061035156,283.9499994913737,287.76888783772785,281.9815997314453,309.76814453125,316.5548435974121,279.02609718910986,248.0,444.07715571606496,False,False,False,False,False,False,False,False,False,-34.13498931215982,ppv,97.95118419405993,False,Construction,Civil Construction,15.612648221343871,False,False
