symbol,date,close,MA12,MA36,MA50,MA150,MA200,EMA10,52w_low,52w_high,cond1_price_above_150_200,cond2_ma150_above_ma200,cond3_ma200_trending_up_1m,cond4_ma50_above_150_200,cond5_price_above_ma50,cond6_30pct_above_52w_low,cond7_within_25pct_52w_high,cond9_price_above_ema10,fresh_ma12_cross_today,12m_return_pct,volume_signal,relative_volume,bull_snort,inside_bar,is_52w_high,is_52w_low,industry_group,industry,rs_percentile,cond8_rs_at_least_70,all_conditions_met,total_market_cap_cr,traded_value_cr,traded_volume,traded_val_pct_mc,price_band
AUROPHARMA.NS,2026-09-17,1690.0,1669.4833475748699,1639.2916734483506,1614.5520043945312,1462.5900008138021,1393.729497680664,1668.456713449146,1066.800048828125,1717.0,True,True,True,True,True,True,True,True,False,53.622401373099635,noise,87.21075240866392,False,False,False,False,Pharmaceuticals & Biotechnology,Pharmaceuticals,75.0,True,True,97238.86,174.39,1031912.0,0.1793,—
