symbol,date,close,MA12,MA36,MA50,MA150,MA200,EMA10,52w_low,52w_high,cond1_price_above_150_200,cond2_ma150_above_ma200,cond3_ma200_trending_up_1m,cond4_ma50_above_150_200,cond5_price_above_ma50,cond6_30pct_above_52w_low,cond7_within_25pct_52w_high,cond9_price_above_ema10,fresh_ma12_cross_today,12m_return_pct,volume_signal,relative_volume,bull_snort,inside_bar,is_52w_high,is_52w_low,industry_group,industry,rs_percentile,cond8_rs_at_least_70,all_conditions_met
ANGELONE.NS,2026-09-17,295.0,294.74582926432294,294.18888685438367,302.60097534179687,296.2954227701823,284.7961279296875,296.44677316447047,206.12108714450565,359.3387168134344,False,True,False,True,False,True,True,False,True,34.816451535589124,noise,30.83436235798207,False,True,False,False,Capital Markets,Stockbroking & Allied,50.0,False,False
