symbol,date,close,MA12,MA36,MA50,MA150,MA200,EMA10,52w_low,52w_high,cond1_price_above_150_200,cond2_ma150_above_ma200,cond3_ma200_trending_up_1m,cond4_ma50_above_150_200,cond5_price_above_ma50,cond6_30pct_above_52w_low,cond7_within_25pct_52w_high,cond9_price_above_ema10,fresh_ma12_cross_today,12m_return_pct,volume_signal,relative_volume,bull_snort,inside_bar,is_52w_high,is_52w_low,industry_group,industry,rs_percentile,cond8_rs_at_least_70,all_conditions_met,total_market_cap_cr,traded_value_cr,traded_volume,traded_val_pct_mc
BAJAJCON.NS,2026-07-06,619.7000122070312,602.6666717529297,578.6277787950304,556.7160015869141,409.57200154622393,373.06025093078614,605.6076885795447,210.4199981689453,632.5999755859375,True,True,True,True,True,True,True,True,False,172.0607671999673,noise,44.73684105083094,False,False,False,False,Personal Products,Personal Care,100.0,True,True,8094.42,83.37,1345277.0,1.0299
